fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Dec,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,0,0,0,0,167,223,76263,0,0,94249,0,3074,938.58968,938.58968,0,0,386183,871147,0,918234,1960245,76430,0,0,61,0,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3206,HOOGHLY,0,0,0,0,0,0,207,30872,0,0,518217,0,101733,846.89455,846.89455,0,0,669811,1271435,0,839738,1531212,30872,0,0,5,0,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,0,199,33730,0,0,173404,0,29397,718.16798,718.16798,0,0,313170,581723,0,873397,1521133,33730,0,0,35,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,24977,0,0,336501,0,65421,746.70873,746.70873,0,0,444187,941050,0,677520,1357416,24977,0,0,9,0,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,24977,0,0,336484,0,65420,668.02174,668.02174,0,0,444187,941011,0,677456,1357291,24977,0,0,9,0,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,0,0,0,0,199,223,76243,0,0,94249,0,3074,938.58968,938.58968,0,0,386183,871147,0,918234,1960247,76442,0,0,61,0,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,1,170,21223,0,0,105724,0,124763,580.8695,580.8695,0,0,251043,584108,0,524951,1133025,21224,0,0,63,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,0,0,0,0,1901,223,76129,0,0,94249,0,3074,1050.0829,1050.0829,0,0,386183,871147,0,918236,1960251,78030,0,0,61,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,1,170,21223,0,0,105121,0,124097,650.22454,650.22454,0,0,250854,581830,0,524016,1127167,21224,0,0,63,0,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3206,HOOGHLY,0,0,0,0,0,0,207,30872,0,0,518187,0,101732,947.20906,947.20906,0,0,669805,1271326,0,839721,1531077,30872,0,0,5,0,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3213,BANKURA,0,0,0,0,0,0,190,28592,0,0,429014,0,122500,845.0258,845.0258,0,0,428788,1038487,0,686014,1538202,28592,0,0,54,100,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,1,170,21223,0,0,105564,0,124199,650.22454,650.22454,0,0,251011,582717,0,524700,1130033,21224,0,0,63,0,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),0,0,0,0,0,0,70,9799,0,0,14319,0,63311,0,0,0,0,116126,192316,0,127895,208803,9799,0,0,14,0,0,0,NA
2024-2025,Feb,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,0,0,0,0,3,215,24891,0,0,504706,0,98181,0,0,0,0,669971,1377954,0,914303,1821333,24894,0,0,7,9.13,0,0,NA
2024-2025,Feb,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,24977,0,0,336501,0,65421,824.93778,824.93778,0,0,444187,941054,0,677528,1357429,24977,0,0,9,0,0,0,NA
2024-2025,Feb,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,0,0,0,0,2750,223,77893,0,0,94251,0,3074,1162.0444,1162.0444,0,0,386183,871154,0,918263,1960307,80643,0,0,60,0,0,0,NA
2024-2025,Feb,32,WEST BENGAL,3212,MURSHIDABAD,0,0,0,0,0,0,250,88969,0,0,64990,0,7652,1047.2574,1047.2574,0,0,327900,595586,0,1232098,2083485,88969,0,0,82,0,0,0,NA
2024-2025,Feb,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,0,0,0,0,0,98,78462,0,0,93590,0,9199,384.46249,384.46249,0,0,185983,367641,0,504687,934299,78462,0,0,84,100,0,0,NA
2024-2025,Feb,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,0,0,0,0,2750,223,77893,0,0,94251,0,3074,1162.0444,1162.0444,0,0,386183,871155,0,918263,1960308,80643,0,0,60,0,0,0,NA
2024-2025,Feb,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,24977,0,0,336505,0,65421,824.93778,824.93778,0,0,444187,941063,0,677544,1357459,24977,0,0,9,0,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,24977,0,0,336484,0,65420,668.02174,668.02174,0,0,444187,941012,0,677456,1357292,24977,0,0,9,0,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3206,HOOGHLY,0,0,0,0,0,0,207,30872,0,0,518207,0,101733,846.89455,846.89455,0,0,669810,1271390,0,839737,1531165,30872,0,0,5,0,0,0,NA
2024-2025,Feb,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,0,0,0,0,0,22,2282,0,0,43440,0,28959,126.69254,126.69254,0,0,50489,99700,0,116248,215945,2282,0,0,53,0,0,0,NA
2024-2025,Feb,32,WEST BENGAL,3213,BANKURA,0,0,0,0,0,0,190,28592,0,0,429012,0,122500,954.51012,954.51012,0,0,428788,1038487,0,686013,1538205,28592,0,0,54,100,0,0,NA
2024-2025,Feb,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,0,128,73729,0,0,466254,0,5915,730.77149,730.77149,0,0,468290,910051,0,660905,1254342,73729,0,0,39,0,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,0,0,0,0,634,223,76203,0,0,94249,0,3074,938.58968,938.58968,0,0,386183,871147,0,918234,1960247,76837,0,0,61,0,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,0,0,0,0,385,223,76227,0,0,94249,0,3074,938.58968,938.58968,0,0,386183,871147,0,918234,1960247,76612,0,0,61,0,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,1,170,21223,0,0,105567,0,124204,581.80643,581.80643,0,0,251011,582728,0,524700,1130051,21224,0,0,63,0,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,0,0,0,0,0,22,2282,0,0,43451,0,28963,102.513,102.513,0,0,50493,99721,0,116263,216001,2282,0,0,53,0,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,1,170,21223,0,0,105569,0,124204,581.80643,581.80643,0,0,251011,582732,0,524700,1130055,21224,0,0,63,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3206,HOOGHLY,0,0,0,0,0,0,207,30872,0,0,518189,0,101732,947.20906,947.20906,0,0,669805,1271332,0,839723,1531087,30872,0,0,5,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,0,0,0,0,0,211,71632,0,0,276099,0,138450,1031.08613,1031.08613,0,0,589503,1253542,0,888409,1773389,71632,0,0,39,26.91,13.55,0,NA
2024-2025,Jan,32,WEST BENGAL,3212,MURSHIDABAD,0,0,0,0,0,0,250,88974,0,0,64990,0,7652,947.1264,947.1264,0,0,327900,595584,0,1232089,2083460,88974,0,0,82,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,0,0,0,0,0,98,78462,0,0,93588,0,9199,347.54772,347.54772,0,0,185983,367638,0,504681,934283,78462,0,0,84,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,0,128,73729,0,0,466253,0,5915,662.30716,662.30716,0,0,468294,910049,0,660861,1254252,73729,0,0,39,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,0,0,0,0,0,211,71632,0,0,276099,0,138449,1031.08613,1031.08613,0,0,589503,1253541,0,888409,1773388,71632,0,0,39,26.91,13.55,0,NA
2024-2025,Jan,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,0,199,33730,0,0,173405,0,29399,888.11497,888.11497,0,0,313170,581734,0,873402,1521180,33730,0,0,35,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,0,0,0,0,0,310,166623,0,0,255667,0,9543,1230.31847,1230.31847,0,0,767593,1377399,0,1402163,2357111,166623,0,0,63,96.76,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,0,0,0,0,0,98,78462,0,0,93588,0,9199,384.46249,384.46249,0,0,185983,367638,0,504681,934283,78462,0,0,84,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3222,JHARGRAM,0,0,0,0,0,0,79,18778,0,0,64097,0,91412,0,0,0,0,143160,309791,0,231016,470496,18778,0,0,29,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,0,0,0,0,3,215,24891,0,0,504706,0,98181,0,0,0,0,669971,1377951,0,914303,1821327,24894,0,0,7,9.13,0,0,NA
2024-2025,Feb,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,0,128,73729,0,0,466258,0,5915,730.77149,730.77149,0,0,468290,910055,0,660910,1254357,73729,0,0,39,0,0,0,NA
2024-2025,Feb,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,1,170,21223,0,0,105097,0,124098,718.65273,718.65273,0,0,250832,581758,0,523947,1126921,21224,0,0,63,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,0,0,0,0,0,211,71632,0,0,276098,0,138449,1031.08613,1031.08613,0,0,589503,1253538,0,888408,1773381,71632,0,0,39,26.91,13.55,0,NA
2024-2025,Jan,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,1,170,21223,0,0,105322,0,124129,650.22454,650.22454,0,0,250924,582222,0,524400,1128827,21224,0,0,63,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,0,199,33730,0,0,173404,0,29397,803.25509,803.25509,0,0,313170,581724,0,873397,1521137,33730,0,0,35,0,0,0,NA
2024-2025,Feb,32,WEST BENGAL,3201,NADIA,0,0,0,0,0,0,185,22419,0,0,121061,0,13075,877.71248,877.71248,0,0,260685,553900,0,764486,1486354,22419,0,0,52,0,0,0,NA
2024-2025,Feb,32,WEST BENGAL,3212,MURSHIDABAD,0,0,0,0,0,0,250,88969,0,0,64990,0,7652,1047.2574,1047.2574,0,0,327900,595589,0,1232098,2083496,88969,0,0,82,0,0,0,NA
2024-2025,Feb,32,WEST BENGAL,3213,BANKURA,0,0,0,0,0,0,190,28592,0,0,429012,0,122500,964.43392,964.43392,0,0,428788,1038488,0,686013,1538206,28592,0,0,54,100,0,0,NA
2024-2025,Feb,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,0,0,0,0,0,22,2282,0,0,43440,0,28959,126.69254,126.69254,0,0,50489,99700,0,116248,215950,2282,0,0,53,0,0,0,NA
2024-2025,Feb,32,WEST BENGAL,3206,HOOGHLY,0,0,0,0,0,0,207,30872,0,0,518190,0,101732,1047.36049,1047.36049,0,0,669805,1271334,0,839729,1531099,30872,0,0,5,0,0,0,NA
2024-2025,Feb,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,0,128,73729,0,0,466271,0,5915,730.77149,730.77149,0,0,468290,910075,0,660932,1254432,73729,0,0,39,0,0,0,NA
2024-2025,Feb,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,0,0,0,0,0,211,71624,0,0,276102,0,138450,1140.80964,1140.80964,0,0,589503,1253557,0,888410,1773407,71624,0,0,39,26.91,13.55,0,NA
2024-2025,Feb,32,WEST BENGAL,3207,JALPAIGURI,0,0,0,0,0,0,80,29988,0,0,236095,0,81889,434.12228,434.12228,0,0,300581,600254,0,404319,775998,29988,0,0,11,0,0,0,NA
2024-2025,Feb,32,WEST BENGAL,3209,MALDAH,0,0,0,0,0,0,146,39691,0,0,116008,0,37379,607.28776,607.28776,0,0,334524,570380,0,722769,1170460,39691,0,0,48,0,0,0,NA
2024-2025,Feb,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,0,199,33730,0,0,173407,0,29399,888.11497,888.11497,0,0,313170,581745,0,873410,1521231,33730,0,0,35,0,0,0,NA
2024-2025,Oct,32,WEST BENGAL,3222,JHARGRAM,0,0,0,0,0,0,79,23787,0,0,64094,0,91412,0,0,0,0,143160,309784,0,231014,470480,23787,0,0,44,0,0,0,NA
2024-2025,Oct,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,0,0,0,0,0,211,87860,0,0,276115,0,138465,701.29694,701.29694,0,0,589506,1253620,0,888426,1773511,87860,0,0,50,0,0,0,NA
2024-2025,Oct,32,WEST BENGAL,3212,MURSHIDABAD,0,0,0,0,0,0,250,106885,0,0,64990,0,7652,649.28649,649.28649,0,0,327900,595579,0,1232052,2083367,106885,0,0,85,0,0,0,NA
2024-2025,Oct,32,WEST BENGAL,3201,NADIA,0,0,0,0,0,0,185,23808,0,0,121054,0,13075,546.23616,546.23616,0,0,260685,553847,0,764477,1486244,23808,0,0,55,0,0,0,NA
2024-2025,Oct,32,WEST BENGAL,3212,MURSHIDABAD,0,0,0,0,0,0,250,106885,0,0,64990,0,7652,649.28649,649.28649,0,0,327900,595579,0,1232054,2083372,106885,0,0,85,0,0,0,NA
2024-2025,Oct,32,WEST BENGAL,3213,BANKURA,0,0,0,0,0,0,190,29967,0,0,429012,0,122500,679.99609,679.99609,0,0,428788,1038482,0,686009,1538191,29967,0,0,56,100,0,0,NA
2024-2025,Oct,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,1,170,24059,0,0,105732,0,124779,444.439,444.439,0,0,251062,584149,0,525091,1133197,24060,0,0,67,0,0,0,NA
2024-2025,Oct,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,0,0,0,0,0,310,191888,0,0,255814,0,9543,876.56285,876.56285,0,0,767918,1379372,0,1403509,2361923,191888,0,0,68,0,0,0,NA
2024-2025,Sep,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,0,0,0,0,0,22,2336,0,0,43515,0,29029,61.88369,61.88369,0,0,50505,99895,0,116315,216367,2336,0,0,54,0,0,0,NA
2024-2025,Sep,32,WEST BENGAL,3207,JALPAIGURI,0,0,0,0,0,0,80,31776,0,0,236076,0,81887,213.06389,213.06389,0,0,300581,600221,0,404317,775938,31776,0,0,16,0,0,0,NA
2024-2025,Sep,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,0,0,0,0,2,215,30167,0,0,504724,0,98175,0,0,0,0,669977,1377972,0,914301,1821329,30169,0,0,23,0,0,0,NA
2024-2025,Oct,32,WEST BENGAL,3212,MURSHIDABAD,0,0,0,0,0,0,250,106885,0,0,64990,0,7652,649.28649,649.28649,0,0,327900,595579,0,1232052,2083369,106885,0,0,85,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,0,157,16594,0,0,54681,0,800,380.26916,380.26916,0,0,161738,261426,0,406450,578739,16594,0,0,12,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,0,128,73729,0,0,466249,0,5915,662.30716,662.30716,0,0,468294,910045,0,660860,1254246,73729,0,0,39,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,1,170,21223,0,0,105094,0,124097,650.22454,650.22454,0,0,250832,581753,0,523892,1126822,21224,0,0,63,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,0,128,73729,0,0,466256,0,5915,662.30716,662.30716,0,0,468295,910057,0,660855,1254249,73729,0,0,39,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,0,0,0,0,0,211,71632,0,0,276099,0,138449,1031.08613,1031.08613,0,0,589503,1253539,0,888409,1773385,71632,0,0,39,26.91,13.55,0,NA
2024-2025,Jan,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),0,0,0,0,0,0,70,9799,0,0,14319,0,63311,0,0,0,0,116126,192316,0,127895,208803,9799,0,0,14,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3212,MURSHIDABAD,0,0,0,0,0,0,250,88970,0,0,64990,0,7652,1045.2574,1045.2574,0,0,327900,595584,0,1232089,2083460,88970,0,0,82,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,0,0,0,0,0,310,166620,0,0,255667,0,9543,1230.31847,1230.31847,0,0,767593,1377402,0,1402163,2357114,166620,0,0,63,96.76,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3201,NADIA,0,0,0,0,0,0,185,22419,0,0,121059,0,13075,795.56601,795.56601,0,0,260685,553862,0,764484,1486286,22419,0,0,52,5.02,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,1,170,21223,0,0,105269,0,124105,650.22454,650.22454,0,0,250899,582115,0,524324,1128431,21224,0,0,63,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3207,JALPAIGURI,0,0,0,0,0,0,80,29988,0,0,236093,0,81889,392.92929,392.92929,0,0,300581,600250,0,404318,775986,29988,0,0,11,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,1,170,21223,0,0,105184,0,124101,650.22454,650.22454,0,0,250880,581938,0,524171,1127651,21224,0,0,63,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,24977,0,0,336494,0,65420,746.70873,746.70873,0,0,444187,941026,0,677500,1357366,24977,0,0,9,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,1,170,21223,0,0,105471,0,124153,650.22454,650.22454,0,0,250965,582444,0,524571,1129396,21224,0,0,63,0,0,0,NA
2024-2025,Jan,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,0,0,0,0,0,211,71632,0,0,276099,0,138449,1031.08613,1031.08613,0,0,589503,1253540,0,888409,1773386,71632,0,0,39,26.91,13.55,0,NA
2024-2025,Jan,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,0,0,0,0,0,98,78462,0,0,93588,0,9199,347.54772,347.54772,0,0,185983,367638,0,504675,934266,78462,0,0,84,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,0,0,0,0,0,22,2282,0,0,43440,0,28960,138.78231,138.78231,0,0,50489,99701,0,116248,215953,2282,0,0,53,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,0,0,0,0,2772,223,77891,0,0,94251,0,3074,1273.3309,1273.3309,0,0,386183,871157,0,918271,1960335,80663,0,0,60,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3220,ALIPURDUAR,0,0,0,0,0,0,64,61730,0,0,146407,0,115849,0,0,0,0,272547,546692,0,326723,638832,61730,0,0,56,21.14,24.8,0,NA
2024-2025,March,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,0,199,33730,0,0,173408,0,29400,973.02675,973.02675,0,0,313170,581753,0,873410,1521253,33730,0,0,35,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3222,JHARGRAM,0,0,0,0,0,0,79,18777,0,0,64099,0,91414,0,0,0,0,143160,309801,0,231016,470523,18777,0,0,29,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3201,NADIA,0,0,0,0,0,0,185,22419,0,0,121061,0,13075,959.60035,959.60035,0,0,260685,553904,0,764487,1486364,22419,0,0,52,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,0,0,0,0,3,215,24891,0,0,504715,0,98185,0,0,0,0,669971,1377982,0,914309,1821372,24894,0,0,7,9.13,0,0,NA
2024-2025,March,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,0,128,73729,0,0,466274,0,5915,799.23582,799.23582,0,0,468290,910079,0,660946,1254465,73729,0,0,39,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,1,170,21223,0,0,105097,0,124098,787.09028,787.09028,0,0,250832,581758,0,523982,1126977,21224,0,0,63,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3201,NADIA,0,0,0,0,0,0,185,22419,0,0,121061,0,13075,959.60035,959.60035,0,0,260685,553913,0,764488,1486380,22419,0,0,52,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,0,0,0,0,3,215,24891,0,0,504717,0,98185,0,0,0,0,669971,1377989,0,914311,1821387,24894,0,0,7,9.13,0,0,NA
2024-2025,March,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,1,170,21223,0,0,105098,0,124099,858.09932,858.09932,0,0,250832,581761,0,523988,1126996,21224,0,0,63,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3201,NADIA,0,0,0,0,0,0,185,22419,0,0,121061,0,13075,1030.89198,1030.89198,0,0,260685,553918,0,764488,1486395,22419,0,0,52,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,0,157,16594,0,0,54682,0,800,501.55496,501.55496,0,0,161738,261432,0,406511,578822,16594,0,0,12,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3212,MURSHIDABAD,0,0,0,0,0,0,250,88968,0,0,64990,0,7652,1261.81441,1261.81441,0,0,327900,595597,0,1232100,2083514,88968,0,0,82,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,0,199,33730,0,0,173408,0,29400,1032.0175,1032.0175,0,0,313170,581758,0,873453,1521316,33730,0,0,35,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3201,NADIA,0,0,0,0,0,0,185,22419,0,0,121061,0,13075,959.60035,959.60035,0,0,260685,553916,0,764488,1486383,22419,0,0,52,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,0,0,0,0,0,0,62,2054,0,0,78437,0,21986,364.77348,364.77348,0,0,69781,152674,0,140168,286678,2054,0,0,10,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,24977,0,0,336511,0,65423,903.03583,903.03583,0,0,444187,941092,0,677551,1357507,24977,0,0,9,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3212,MURSHIDABAD,0,0,0,0,0,0,250,88968,0,0,64990,0,7652,1144.91722,1144.91722,0,0,327900,595597,0,1232099,2083513,88968,0,0,82,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,1,170,21223,0,0,105098,0,124098,787.09028,787.09028,0,0,250832,581760,0,523988,1126995,21224,0,0,63,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3201,NADIA,0,0,0,0,0,0,185,22419,0,0,121061,0,13075,959.60035,959.60035,0,0,260685,553906,0,764487,1486370,22419,0,0,52,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3212,MURSHIDABAD,0,0,0,0,0,0,250,88969,0,0,64990,0,7652,1144.91722,1144.91722,0,0,327900,595597,0,1232098,2083508,88969,0,0,82,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,0,0,0,0,0,310,166614,0,0,255669,0,9543,1347.72181,1347.72181,0,0,767592,1377409,0,1402163,2357125,166614,0,0,63,99.02,0,0,NA
2024-2025,March,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,0,0,0,0,0,310,166614,0,0,255669,0,9543,1347.72181,1347.72181,0,0,767592,1377410,0,1402164,2357129,166614,0,0,63,99.02,0,0,NA
2024-2025,March,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,24977,0,0,336506,0,65423,903.03583,903.03583,0,0,444187,941078,0,677545,1357480,24977,0,0,9,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,0,0,0,0,0,211,71624,0,0,276103,0,138449,1250.32818,1250.32818,0,0,589503,1253557,0,888411,1773411,71624,0,0,39,26.91,13.55,0,NA
2024-2025,March,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,0,199,33730,0,0,173408,0,29400,973.02675,973.02675,0,0,313170,581755,0,873411,1521257,33730,0,0,35,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,24977,0,0,336505,0,65421,903.03583,903.03583,0,0,444187,941068,0,677528,1357451,24977,0,0,9,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,0,0,0,0,0,22,2282,0,0,43440,0,28960,138.78231,138.78231,0,0,50489,99701,0,116248,215952,2282,0,0,53,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3206,HOOGHLY,0,0,0,0,0,0,207,30872,0,0,518190,0,101732,1147.32622,1147.32622,0,0,669805,1271336,0,839730,1531102,30872,0,0,5,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3213,BANKURA,0,0,0,0,0,0,190,28590,0,0,429013,0,122500,1055.35356,1055.35356,0,0,428788,1038489,0,686013,1538207,28590,0,0,54,100,0,0,NA
2024-2025,March,32,WEST BENGAL,3207,JALPAIGURI,0,0,0,0,0,0,80,29988,0,0,236095,0,81889,475.31527,475.31527,0,0,300581,600256,0,404321,776004,29988,0,0,11,0,0,0,NA
2024-2025,March,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,24977,0,0,336505,0,65421,903.03583,903.03583,0,0,444187,941067,0,677525,1357447,24977,0,0,9,0,0,0,NA
2024-2025,April,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,0,0,0,0,0,223,80949,0,0,94238,0,3074,1.14,1.14,0,0,386183,871071,0,918126,1959817,80949,0,0,63,0,0,0,NA
2024-2025,April,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,0,170,24060,0,0,105722,0,124769,0.54,0.54,0,0,251062,584073,0,524954,1132726,24060,0,0,67,0,0,0,NA
2024-2025,April,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,0,0,0,0,0,310,191888,0,0,255822,0,9543,9.06,9.06,0,0,767945,1379428,0,1403495,2361918,191888,0,0,68,0,0,0,NA
2024-2025,June,32,WEST BENGAL,3213,BANKURA,0,0,0,0,0,0,190,29967,0,0,429105,0,122536,188.72741,188.72741,0,0,428826,1038674,0,686327,1538830,29967,0,0,56,0,0,0,NA
2024-2025,June,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,0,157,18268,0,0,54658,0,799,84.65002,84.65002,0,0,161738,261290,0,404811,576714,18268,0,0,20,0,0,0,NA
