fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2018-2019,Sep,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,1281175,136.096511163377,32,685,691.761872553,4121,0,7020,1596112,902517,126323,230967,31284,196.25859,3060.273208813,49252,73362,91557,238225,686,133738,330887,11141,2172.25274626,817513,60,45.38,63.96,123.89,NA
2018-2019,Sep,32,WEST BENGAL,3203,BIRBHUM,7091310,155.903392334935,40,3188,6536.475150616,31001,0,121062,8257177,3354059,513234,730635,108371,494.72122,19904.415424716,205535,322122,557822,1383176,6025,690989,1656096,152063,12873.2190541,3768069,71,57.77,53.97,115.8,NA
2018-2019,Sep,32,WEST BENGAL,3205,HOWRAH,2267272,153.837713221782,45,393,6702.70468970141,22154,0,37224,3683641,838026,82533,14891,1147,278.19754,12647.7313074014,81545,97401,177228,330777,3039,254647,454934,59378,5666.8290777,1708492,61,46.4,46.15,121.92,NA
2018-2019,Sep,32,WEST BENGAL,3206,HOOGHLY,10677640,155.613139365416,44,3483,14892.7475245512,44211,0,42201,16072847,7396491,588555,1642287,120824,599.37593,40503.5852566513,358613,501367,585699,1308151,11438,738311,1587195,86412,25011.4618021001,7048430,65,35.3,70.29,104.51,NA
2018-2019,Sep,32,WEST BENGAL,3207,JALPAIGURI,5558086,157.006847695574,35,810,4831.5681088743,16542,0,23468,7247314,2808804,341987,1101851,130195,251.90368,16462.2510428743,206317,278066,347869,863365,1830,428063,1033780,40010,11378.779254,3475550,46,53.7,71.04,125.51,NA
2018-2019,Sep,32,WEST BENGAL,3211,PURBA MEDINIPUR,6524115,132.32203962339,39,3260,18105.5996190078,61452,0,248762,11432086,1825440,243104,54893,8424,668.75737,33901.5263557078,293097,451387,578866,1625105,5831,783377,2120633,310214,15127.1693667,6221267,72,60.29,51.07,158.19,NA
2018-2019,Sep,32,WEST BENGAL,3214,PURULIA,3838785,149.283385313189,37,2225,1058.464309091,36292,0,58502,4062189,913128,221420,982844,240196,436.89727,7559.53483611099,106923,171440,304718,989666,1647,511626,1541758,94794,6064.17325701999,1825785,71,78.38,54.42,108.76,NA
2018-2019,Sep,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,1581486,146.089355006027,40,177,3458.03177142076,76708,1,41216,2190160,640412,115611,310711,63119,151.96633,6809.58871902077,54225,76355,190559,401905,1685,259220,527564,117924,3199.5906176,1258296,83,67.94,71.26,123.67,NA
2018-2019,Sep,32,WEST BENGAL,3222,JHARGRAM,1351408,174.813205128421,29,220,4336.23953096662,14299,0,27860,1190386,266000,110096,389835,157745,253.08024,6670.27169096662,40589,57465,179818,494760,296,239987,635740,42159,2080.95192,507743,62,32.77,23.24,135.22,NA
2018-2019,Sep,32,WEST BENGAL,3225,PURBA BARDHAMAN,10590050,158.00887111494,50,6625,17308.5125542454,63431,0,91637,19585280,9083427,712671,1855198,149860,851.86597,49106.8583569454,385287,600029,768192,1893649,22859,905723,2170776,155068,30946.4798327,8600487,65,45.18,64.83,112.03,NA
2018-2019,March,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,3158126,162.491399087994,64,780,767.467744565,7730,0,7187,3447786,1924015,126224,494624,31283,395.35194,6765.175393525,53070,87057,91617,238135,9091,134208,331373,14917,5602.35570896,1743859,65,40.17,64.81,110.96,NA
2018-2019,March,32,WEST BENGAL,3211,PURBA MEDINIPUR,15790663,175.287590821758,76,4642,20233.2102753058,111261,0,242069,26497973,3825844,243062,123538,8424,1380.62305,68061.4918136057,348486,625747,579312,1625662,86511,786280,2125910,353330,46447.6584882999,14382045,72,58.06,56.53,140.36,NA
2018-2019,March,32,WEST BENGAL,3215,24 PARGANAS (NORTH),13723052,161.114649193048,75,1046,7770.0847484631,73781,1,80376,15917515,5186745,328522,894018,54476,1075.71879,34491.2519909639,209838,297435,434105,995454,82080,724435,1594327,154157,25645.4484525008,9467451,55,52.87,47.72,129.42,NA
2018-2019,March,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),5024590,194.551325846646,69,290,4667.537451583,3159,0,5423,6053679,444706,17832,2012938,78244,500.89282,16945.943028583,87690,112490,98879,234735,10637,123709,276020,8582,11777.512757,3020824,7,16.62,42.17,116.25,NA
2018-2019,March,32,WEST BENGAL,3221,KALIMPONG,3435348,198.066308000108,91,405,2143.562221001,1361,0,2063,3854648,254916,7916,1286403,39513,0,9778.321201001,42085,64504,45081,116983,20253,52534,131895,3424,7634.75898,1991589,9,16.91,31.44,139.82,NA
2018-2019,Aug,32,WEST BENGAL,3201,NADIA,3698787,133.785396865153,30,1039,4302.74046991891,31416,0,44984,3709081,987227,360716,106000,34563,423.24037,9688.18957581891,121549,168961,485634,1330855,567,716486,1868447,76400,4962.2087359,1844677,78,62.92,55.06,109.93,NA
2018-2019,Aug,32,WEST BENGAL,3205,HOWRAH,1817446,156.851502789101,36,366,6627.4296006294,19194,0,37193,2826897,652696,82529,12000,1147,223.65728,11285.1173074294,78471,92090,177092,330544,1191,254342,454456,56387,4434.0304268,1301579,60,48.04,46.86,120.02,NA
2018-2019,Aug,32,WEST BENGAL,3222,JHARGRAM,1084984,176.540049105725,27,196,4280.98380526662,13000,0,28046,1045092,233299,110093,340576,157742,202.7597,6328.74943526662,37924,53341,179799,494741,168,239913,635630,41046,1845.00593,445843,61,31.64,21.19,133.37,NA
2018-2019,Aug,32,WEST BENGAL,3225,PURBA BARDHAMAN,8488984,167.429547283729,44,6394,16585.6682952154,58432,0,90508,16533954,7684548,712848,1600937,149977,687.55814,44955.9507655154,374030,569539,768190,1894166,12276,905692,2171245,148940,27682.7243303,7211515,64,48.73,64.05,109.38,NA
2018-2019,July,32,WEST BENGAL,3201,NADIA,3063274,112.141423893125,21,841,4302.74046991891,29364,0,38943,2337233,628309,360723,66331,34565,337.62871,7261.37554581891,109376,140388,485599,1330846,47,716286,1868179,68307,2621.0063659,1156797,75,64.85,59.67,102.94,NA
2018-2019,July,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,813795,130.066989757091,23,633,651.201425709,2769,0,7427,1054388,603060,126319,146527,31308,127.56638,2150.178537669,44765,64343,91466,238178,203,133336,330362,10196,1371.41073196,540750,58,61.54,66.21,108.34,NA
2018-2019,July,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,187472,161.404055099981,29,27,805.117466914,1238,0,3802,204138,99615,79551,50766,44106,42.21484,1176.819316914,7030,7586,70267,165658,7,97736,219645,5040,329.48701,119930,79,34.35,22.6,105.72,NA
2018-2019,July,32,WEST BENGAL,3208,COOCHBEHAR,3933149,143.774206244812,23,975,11385.9826918371,53533,0,84294,3532084,1943464,678273,18765,9819,260.62037,16724.8287967371,147186,175429,530473,1208643,149,629874,1409324,137827,5078.2257349,2180081,79,76.84,55.51,102.78,NA
2018-2019,July,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,7155320,164.087903044092,29,757,7346.84673073798,39468,0,57915,5010525,1482614,367314,497418,215337,386.54763,15955.059764738,170904,245652,552494,1472519,1259,736219,1878491,97383,8221.665404,2192687,56,63.52,60.93,102.98,NA
2018-2019,July,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),549715,146.311917876844,32,201,4274.147947483,1961,0,3984,1762621,127268,17777,597983,78023,127.47432,6980.546857483,53537,63216,98399,233952,178,122460,274133,5945,2578.92459,908505,5,31.69,43.51,117.71,NA
2018-2019,Jan,32,WEST BENGAL,3205,HOWRAH,5110053,181.365642077899,75,522,6901.70360256341,37505,0,28391,7345861,1665981,82793,29221,1164,464.54798,20689.1195513634,97386,129234,178767,333527,29901,260332,463879,65896,13322.8679688,3389559,61,51.28,52.54,115.2,NA
2018-2019,Jan,32,WEST BENGAL,3206,HOOGHLY,24065615,178.367124736555,77,4461,15536.3358838752,50589,0,44526,32506357,14866876,588555,3257882,120824,987.33482,74504.325041375,416900,638071,585751,1308211,123449,739234,1588857,95115,57980.6543374998,14274323,64,38.69,74.54,106.39,NA
2018-2019,Jan,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),3261977,180.211229779501,64,287,4288.324951483,2945,0,5531,5622203,411439,17834,1868690,78243,393.25861,14813.424728483,86566,110397,98875,234733,8247,123516,275752,8476,10131.841167,2800698,7,17.96,42.12,117.03,NA
2018-2019,June,32,WEST BENGAL,3203,BIRBHUM,3701308,133.183367411082,31,2267,5712.246743414,11759,0,107420,4479756,1801942,515404,404954,109249,236.02467,11914.561306014,144456,217629,557981,1388426,1019,689903,1659375,119179,5966.2898926,2033244,68,70.93,52.58,111.48,NA
2018-2019,June,32,WEST BENGAL,3205,HOWRAH,1183402,142.275696750762,18,247,6398.7427077324,9554,0,34102,1029780,240728,82477,3041,1144,132.89526,7996.7646377324,55609,62627,175682,328676,17,249779,448578,43656,1465.12667,453358,52,54.05,48.77,108.87,NA
2018-2019,June,32,WEST BENGAL,3209,MALDAH,1451354,117.782063047414,37,6286,11670.017037328,14905,0,71036,2596300,653064,222719,190373,72078,186.90673,14914.899470228,68763,94594,379627,895304,747,654479,1428778,85941,3057.9757029,1227425,69,66.86,59.3,106.53,NA
2018-2019,June,32,WEST BENGAL,3214,PURULIA,1950734,118.482236525676,27,1064,969.086032747,12494,0,64127,1516013,330485,221779,365628,240225,112.50625,2877.798391167,55168,83914,304336,990105,137,510365,1540871,76621,1796.20610842,659064,67,87.73,45.93,114.83,NA
2018-2019,June,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,814546,115.164261400307,28,123,3219.96510121877,41282,1,64410,915699,252277,131672,148696,72463,60.42789,4334.95098121877,31756,44372,192735,453756,269,280936,630563,105692,1054.55799,479581,82,81.86,72.39,116.67,NA
2018-2019,June,32,WEST BENGAL,3222,JHARGRAM,672738,139.421620298057,22,101,3009.58406595462,3238,0,35744,506413,105807,110096,154554,157718,121.80262,3837.43589595462,22770,30634,179707,494628,10,239572,635027,38982,706.04921,216234,60,29.51,21.13,129.82,NA
2018-2019,June,32,WEST BENGAL,3225,PURBA BARDHAMAN,5527474,139.224412164002,31,5413,15657.7061415214,29114,0,108136,10093487,4741302,713384,989002,150128,400.16056,30110.4646441213,319583,464155,768058,1895367,1863,904897,2171423,137250,14052.5979426,4358395,63,68.62,63.71,104.23,NA
2018-2019,Feb,32,WEST BENGAL,3206,HOOGHLY,25068349,181.298624327941,78,4485,15851.9980452962,52969,0,43953,32811679,15001626,588477,3280621,120818,1088.03421,76427.154901196,418471,641180,585744,1308101,127557,739605,1589347,96922,59487.1226458998,14400664,64,37.61,72.51,106.41,NA
2018-2019,Feb,32,WEST BENGAL,3208,COOCHBEHAR,13878901,177.463237218742,75,2413,12844.9567960011,71059,0,90562,19618492,11058917,677395,135765,9818,760.21582,48420.7836127011,261212,423097,530589,1207110,58054,633938,1414597,161621,34815.6109967,11915298,73,55.72,67.44,115.28,NA
2018-2019,Feb,32,WEST BENGAL,3211,PURBA MEDINIPUR,15316943,171.254176124972,75,4613,20229.6753903058,102322,0,247200,26261750,3797671,243072,122711,8424,1246.24002,66450.2590088057,347075,622287,579315,1625712,83732,786056,2125530,349522,44974.3435984999,14259391,72,61.97,59.82,140.53,NA
2018-2019,Feb,32,WEST BENGAL,3214,PURULIA,8311304,149.703951766016,64,3022,1186.964876183,55359,0,49055,8351000,1838688,221082,2036322,239650,836.4186,14525.160488163,130187,237875,304568,987000,17852,513030,1538767,104414,12501.77701198,3911850,72,80.26,58.57,107.5,NA
2018-2019,Feb,32,WEST BENGAL,3215,24 PARGANAS (NORTH),11715911,157.158254384918,74,1043,7768.0862334631,67983,1,84718,15723346,5128571,328522,880432,54476,964.94154,33443.5638779639,209810,296549,434105,995454,77342,723192,1592749,152701,24710.5361045008,9365538,55,55.96,50.04,129.61,NA
2018-2019,Dec,32,WEST BENGAL,3201,NADIA,7519067,126.024655206498,74,1684,4509.85712854091,40660,0,42719,11406987,2850693,360704,301036,34559,793.53305,19679.0062147409,152609,260307,485698,1330772,35562,717106,1869217,83379,14375.6160362,5553111,76,63.21,61.47,123.88,NA
2018-2019,Dec,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,726028,163.088802104839,48,99,906.26164563,1929,0,3826,1126167,516587,79553,318399,44096,101.14847,2844.06238563,23112,28252,70294,165658,1410,98140,220246,5755,1836.65227,729709,74,48.85,51.51,101.92,NA
2018-2019,Dec,32,WEST BENGAL,3214,PURULIA,6385077,145.099009929232,59,2850,1150.105702387,45169,0,55557,7407018,1660442,221100,1822945,239653,656.8597,12554.475185667,124018,223501,304520,987000,13331,510152,1534435,100726,10747.50978328,3464908,72,79.9,57.78,106.74,NA
2018-2019,Dec,32,WEST BENGAL,3225,PURBA BARDHAMAN,20526654,167.599270346279,74,7107,18006.6931303184,76298,0,89227,30534306,13860442,711558,2654562,149708,1265.66984,70447.6370316184,410200,687370,768201,1890569,106109,906144,2168078,165525,51175.2740613,13380494,65,43.25,67.98,110.49,NA
2018-2019,Nov,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,1831584,150.097204767826,52,749,691.761872553,4966,0,6928,2685417,1509021,126280,383522,31275,259.78131,4982.279035913,51261,82355,91577,238169,3665,133917,331072,11894,4030.73585336,1353841,59,40.18,66.78,114.35,NA
2018-2019,Nov,32,WEST BENGAL,3218,DINAJPUR UTTAR,3108696,126.663101308156,43,1093,4675.40674221699,22369,0,56169,4005255,1104704,175485,156000,23886,290.45575,10039.042690517,91332,137660,247153,607900,2355,469842,1097740,78538,5073.1801983,1999346,76,65.72,53.75,161.37,NA
2018-2019,Nov,32,WEST BENGAL,3222,JHARGRAM,2153097,149.43016658613,32,386,4336.23953096662,15867,0,37297,1999086,480784,110108,693024,157721,334.28212,7657.75919096662,61993,89646,179913,494697,680,240325,636062,53164,2987.23754,851904,68,43.19,25.72,136.54,NA
2018-2019,April,32,WEST BENGAL,3205,HOWRAH,134861,69.0197149548209,11,92,5176.21691064941,2412,0,38977,198986,38747,82111,268,1137,44.55098,5358.10746064941,17511,18945,173846,326167,0,246552,444327,41389,137.33957,91585,52,36.63,29.81,132.22,NA
2018-2019,April,32,WEST BENGAL,3215,24 PARGANAS (NORTH),817001,44.7588948749083,15,67,5778.8701347401,4620,4,102934,241303,74158,327842,24363,54435,87.60101,5974.4757008401,15596,18302,432243,992981,1,717272,1583998,107554,108.0045561,144007,47,60.98,55.67,181.58,NA
2018-2019,Oct,32,WEST BENGAL,3205,HOWRAH,2829493,163.05683923924,53,410,6702.70468970141,23884,0,37341,4581995,1024540,82614,19123,1147,323.45131,14497.4122208014,85208,103642,177717,331558,6808,255681,456552,61225,7471.2562211,2118256,61,47.7,47.05,121.19,NA
2018-2019,Oct,32,WEST BENGAL,3206,HOOGHLY,13325396,158.163685743866,54,3928,14892.7475245512,45961,0,42015,20738351,9508580,588568,2131461,120824,695.96878,48389.2566086512,382887,552070,585733,1308208,28141,738515,1587539,87976,32800.5403041,9084358,65,36.32,73,105.84,NA
2018-2019,Oct,32,WEST BENGAL,3212,MURSHIDABAD,6150067,134.234828258177,77,854,14268.046795938,92706,1,147248,12656556,1647123,211581,198477,27269,780.41188,32037.964885938,162637,286846,614195,1474645,47742,1193198,2608727,239954,16989.50621,5645408,93,79.07,62.51,123.69,NA
2018-2019,Oct,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,1915326,143.608941929453,44,192,3458.03177142076,76890,1,44130,2657044,761375,115761,379947,63222,189.96365,7463.74819642077,59382,85262,191333,403143,2702,261372,531229,121020,3815.75277500001,1523429,83,68.52,70.57,125.95,NA
2018-2019,Oct,32,WEST BENGAL,3222,JHARGRAM,1627030,175.752749256169,30,255,4336.23953096662,15354,0,30816,1371280,319689,110097,461371,157752,283.56118,7029.86301096662,45255,64657,179846,494809,345,240108,635940,46170,2410.0623,584251,65,35.62,23.87,140.24,NA
2018-2019,May,32,WEST BENGAL,3205,HOWRAH,936426,139.077068540156,14,141,6097.38713436841,6176,0,35531,399255,82602,82250,514,1137,88.83443,6741.49371436841,27034,29679,174362,326917,0,247504,445625,41707,555.27215,182411,52,45.04,34.84,118.32,NA
2018-2019,May,32,WEST BENGAL,3206,HOOGHLY,4410067,108.55033558988,15,880,11608.1028064622,15410,0,57460,1569803,696565,588285,170735,120776,190.0235,13502.1527310622,99358,118141,584493,1306441,9,733925,1580962,72870,1704.0264246,676162,64,44.26,35.46,107.56,NA
2018-2019,May,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,3577660,98.4001689562853,18,201,6703.03256078198,17477,1,67383,1098509,329437,368545,99933,216163,191.90796,7975.87523278198,60620,78075,551863,1475421,25,733932,1878945,84860,1080.934712,456240,52,51.44,34.86,108.74,NA
2018-2019,May,32,WEST BENGAL,3212,MURSHIDABAD,2104946,113.148211786262,31,217,11900.000474185,35813,1,144416,1844690,279897,211659,28677,27259,205.51277,14192.746992185,58773,72498,612588,1472467,575,1184688,2595697,180229,2087.233748,712446,92,67.83,29.97,104.32,NA
2018-2019,June,32,WEST BENGAL,3201,NADIA,2346984,72.7650010576183,14,430,4254.16346415291,20911,0,40201,751689,213683,360902,24866,34565,251.90937,5053.03934295291,53507,65896,485543,1335628,2,715897,1873203,61112,546.9665088,387157,74,60.63,45.53,105.49,NA
2018-2019,June,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,643499,101.37790913157,20,378,623.951338409,2338,0,7195,670728,383475,126259,100526,31292,98.67939,1402.600750769,32884,45146,91333,238001,56,132755,329489,9533,679.97002236,353229,57,74.86,63.86,104,NA
2018-2019,June,32,WEST BENGAL,3206,HOOGHLY,5573192,113.1424840379,19,2302,12807.5735633652,28928,0,46126,4891117,2186273,588474,528447,120804,287.16317,18628.6680043652,256753,323771,585117,1307353,97,735973,1583767,75054,5533.93127100001,2140119,64,57.61,56.87,102.82,NA
2018-2019,June,32,WEST BENGAL,3208,COOCHBEHAR,3085555,140.919459130088,21,759,10739.5784855932,38949,0,96142,2413279,1308876,683087,14878,9858,194.51722,14334.8754196932,111766,129800,531855,1215767,45,630803,1415742,135091,3400.7797141,1482577,79,79.73,54.99,103.22,NA
2018-2019,June,32,WEST BENGAL,3212,MURSHIDABAD,3005582,119.254851126227,42,384,12902.775616073,51408,1,140375,3827202,580319,211707,62739,27268,318.36726,17785.266923473,89108,128962,613453,1474089,1665,1188473,2602064,191783,4564.1240474,1504558,92,71.67,39.57,102.93,NA
2018-2019,June,32,WEST BENGAL,3215,24 PARGANAS (NORTH),2362158,107.12961435028,23,697,7120.4887928851,24387,1,99435,3910725,1313348,328287,251641,54471,246.22305,11556.2564536851,168573,201995,433364,994453,194,719267,1586750,123822,4189.5446108,2210138,52,71.73,57.29,117.08,NA
2018-2019,June,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),501997,171.296312656278,27,111,4114.500876916,1939,0,3175,887441,66412,17779,316126,78115,104.66037,5739.314956916,32372,37457,98568,234365,26,123406,276045,5114,1520.15371,470618,4,39.06,42.97,128.77,NA
2018-2019,April,32,WEST BENGAL,3214,PURULIA,572094,46.667803911645,20,456,526.503663444,2101,3,70281,450501,98092,221724,115816,240086,64.46674,801.209326744,21830,31193,304020,989523,4,509246,1538987,72382,210.2389233,191177,66,87.86,38.86,147.62,NA
2018-2019,April,32,WEST BENGAL,3216,24 PARGANAS SOUTH,2321740,108.254600244006,20,537,10780.238557724,4465,3,181712,1647907,382484,344387,23196,14582,124.02278,12688.196472967,81565,103608,699184,1590356,17,1019380,2223534,186177,1783.935135243,714932,69,59.65,42.06,109.73,NA
2018-2019,April,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,318344,75.1734765815653,18,13,2164.34548085153,4518,1,97511,165959,48996,136341,31362,76370,30.29182,2319.39445085153,8916,10816,194350,473262,0,288023,664575,102029,124.75715,101405,83,76.51,39.19,123.05,NA
2018-2019,April,32,WEST BENGAL,3218,DINAJPUR UTTAR,565217,722.363131230593,22,8,3404.456501801,762,1,56024,18357,3484,174796,159,23731,33.69996,3570.760661801,804,1273,244735,603900,0,458516,1077405,56786,132.6042,8637,74,17.76,16.61,1089.57,NA
2018-2019,April,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),205884,173.711736197003,16,11,2118.92466393,1240,0,2765,188383,13279,17741,70310,77885,33.87179,2480.03983393,11315,12944,98220,233786,0,122437,274536,4005,327.24338,99189,4,46.25,44.74,463.27,NA
2018-2019,April,32,WEST BENGAL,3221,KALIMPONG,95611,0,0,0,1127.508136719,350,0,761,0,0,7876,0,39190,0,1321.002906719,0,0,44177,115947,0,50819,129707,1111,193.49477,0,2,0,0,0,NA
2018-2019,April,32,WEST BENGAL,3222,JHARGRAM,232593,209.129966649416,16,13,1868.8601236376,939,3,36923,69564,14699,110508,21848,158406,40.19684,2054.5361336376,4295,5342,179791,496435,0,239400,636389,37862,145.47917,27305,60,33.23,27.47,186.68,NA
2018-2019,April,32,WEST BENGAL,3225,PURBA BARDHAMAN,1480096,76.2753334692192,15,2701,12023.1202336114,4893,1,124687,2011490,1003795,715211,232124,150455,131.70642,13689.0973588114,127425,163945,767807,1898544,10,904349,2174296,129580,1534.2707052,919066,64,66.71,48.68,109.82,NA
2018-2019,Sep,32,WEST BENGAL,3208,COOCHBEHAR,5911594,140.672078930096,39,1507,12060.4683186731,59251,0,88703,7575108,4203126,677852,44495,9818,411.90649,23128.4367134731,191371,262325,530355,1207785,1012,630984,1410477,147954,10656.0619048,4728024,77,65.3,67.64,122.39,NA
2018-2019,Sep,32,WEST BENGAL,3212,MURSHIDABAD,5119377,127.564741087565,70,768,14268.046795938,89476,1,143479,10561003,1391705,211578,164915,27269,675.80455,28415.967479138,150842,256090,614093,1474410,24870,1192083,2607056,232955,13472.1161332,4684901,93,77.82,58.72,121.27,NA
2018-2019,Dec,32,WEST BENGAL,3206,HOOGHLY,20696429,168.327102925402,74,4435,15536.3358838752,48844,0,44461,30823314,14105918,588559,3119830,120825,888.81075,68309.1381156749,414742,630786,585750,1308219,99754,738916,1588266,93305,51883.9914817997,13557657,64,38.83,75.39,106.11,NA
2018-2019,Dec,32,WEST BENGAL,3208,COOCHBEHAR,11458420,157.910206403587,63,2303,12422.8252457691,64897,0,91965,16392593,9295775,677926,109531,9819,615.73541,38924.138096969,259246,405739,530585,1208147,26803,633386,1414804,156862,25885.5774411999,9893249,74,58.99,70.44,117.16,NA
2018-2019,Dec,32,WEST BENGAL,3211,PURBA MEDINIPUR,12645668,155.033073015596,65,4378,19253.9779002998,70996,0,271361,22243330,3239318,243090,103955,8424,1006.19395,54744.6898902998,341102,594549,579248,1625687,45705,785384,2124430,342357,34484.51804,12042855,73,64.38,60.6,143.77,NA
2018-2019,Dec,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,2817150,143.550811930436,55,254,3502.46760771275,77801,1,47149,3911542,1079753,115736,589124,63134,276.1222,9393.64010771277,70470,110461,191775,402770,7108,262650,532089,124950,5615.05030000002,2178421,82,70.28,72.96,133.54,NA
2018-2019,Dec,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),2655787,177.317421278459,59,272,4288.324951483,2609,0,5583,4969796,363697,17822,1652880,78200,350.04021,13450.679271483,83103,105139,98776,234568,5960,123157,275235,8192,8812.31411,2471780,6,19.18,41.67,118.24,NA
2018-2019,Dec,32,WEST BENGAL,3222,JHARGRAM,2789026,142.914466429995,35,538,4358.43418396662,16906,0,40233,3141912,741303,110109,1093348,157751,374.88568,9223.56663446662,87647,130041,180024,494826,1555,240608,636476,57139,4490.2467705,1336598,69,54.01,33.48,134.31,NA
2018-2019,Oct,32,WEST BENGAL,3207,JALPAIGURI,6936336,154.776553802217,40,876,4831.5681088743,16889,0,24746,8720254,3407062,342109,1268634,130235,292.71944,18621.1961728743,217133,300125,348085,863741,3086,428504,1034546,41635,13496.908624,4167099,46,52.38,71.78,132.02,NA
2018-2019,Oct,32,WEST BENGAL,3208,COOCHBEHAR,7377504,146.088409360136,45,1718,12060.4683186731,60543,0,89478,9714688,5463299,677925,59860,9820,478.1456,26730.6470921731,214041,306937,530497,1208038,2925,631854,1412130,150021,14192.0331735,6005608,77,63.38,70.3,126.13,NA
2018-2019,Oct,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,9838565,135.571324668286,54,1285,7952.27984397398,49868,0,79476,11849676,3340168,366898,1441109,215174,710.08695,24727.129516074,216753,365770,552886,1471765,18222,737921,1880071,129344,16064.7627221,5301046,64,63.82,61.85,134.98,NA
2018-2019,Oct,32,WEST BENGAL,3215,24 PARGANAS (NORTH),5480757,123.698017424033,46,898,7458.7144691391,41685,1,99237,9390712,3127430,328512,544694,54476,606.23076,19681.0697951399,203395,263657,434008,995313,15086,721506,1589984,140922,11616.1245660008,5691954,55,59.41,47.95,148.11,NA
2018-2019,March,32,WEST BENGAL,3201,NADIA,12000000,140.785879903036,81,1772,4627.78660017491,51650,0,34284,12824504,3208146,360643,340523,34552,1085.40426,23768.2816597749,158138,275275,485703,1330671,51261,718091,1870330,85934,18055.0907996,6213646,75,57.49,57.01,123.44,NA
2018-2019,March,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,1321928,191.293104652532,63,116,928.445230249,3622,0,2524,1503289,683090,79541,427736,44069,143.76022,3947.893650249,23729,30076,70284,165611,5622,98207,220336,6146,2875.6882,968554,72,50.88,55.27,101.56,NA
2018-2019,March,32,WEST BENGAL,3205,HOWRAH,5487600,190.056207034168,79,526,7053.95765893241,40220,0,27318,7840387,1767739,82789,31329,1164,570.86756,22525.9673679324,98296,131567,178834,333614,36881,262111,466136,67538,14901.142149,3608523,60,49.57,49.66,114.59,NA
2018-2019,March,32,WEST BENGAL,3208,COOCHBEHAR,14308145,182.952696118661,75,2429,12847.1923960011,73959,0,89021,19914780,11214138,677313,137291,9818,840.26112,50122.0804521011,262212,425768,530578,1206938,63125,634404,1415299,162980,36434.6269361,12095509,73,54.51,65.57,115.21,NA
2018-2019,March,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,17888301,186.294743853951,80,1847,8586.44842490498,69330,0,73144,20550561,5611111,365539,2461437,214724,1263.05809,48134.121490405,256093,477601,552995,1467471,101066,741394,1881303,142474,38284.6149755,9224717,63,63.99,65.01,132.11,NA
2018-2019,March,32,WEST BENGAL,3212,MURSHIDABAD,14631521,151.639783599508,86,1068,15114.530697737,149668,1,119465,18227916,2248155,211521,267373,27269,1348.81229,44104.115364837,211321,400431,614405,1474664,99504,1204290,2625238,269133,27640.7723771,8063220,93,73.3,61.11,134.92,NA
2018-2019,March,32,WEST BENGAL,3220,ALIPURDUAR,13156690,178.543862693734,80,497,5555.52191442216,26488,1,35507,13652079,3861748,181995,2967198,153298,451.31028,30381.7813790222,169320,294745,258078,677241,53048,309835,790701,61995,24374.9491846001,6975769,57,54.95,66.18,132.74,NA
