fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2020-2021,May,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,3537388,129.021152728033,24,1200,2839.062746132,9908,0,95523,6905471,2074575,398817,729784,230788,234.18866,11982.769691632,276379,399836,644885,1665907,1910,779116,1941088,105431,8909.5182855,2893654,70,58.39,61.93,103.68,NA
2020-2021,May,32,WEST BENGAL,3211,PURBA MEDINIPUR,2583418,141.770847414028,23,1249,7609.00687054799,22663,0,160422,3164439,487834,248477,13332,8658,315.93078,12411.189636748,132743,174392,620275,1697185,37,824780,2183977,183085,4486.2519862,1435510,77,70.01,31.63,106.77,NA
2020-2021,May,32,WEST BENGAL,3212,MURSHIDABAD,1469908,153.927770035388,22,433,6190.896363903,44217,0,172011,3708014,683493,239055,104865,32139,204.63348,12103.193106703,165977,190456,736374,1671714,10,1303582,2736924,216228,5707.6632628,1131511,92,81.6,41.93,100.19,NA
2020-2021,May,32,WEST BENGAL,3214,PURULIA,1073682,133.355024300751,22,1676,1276.227937628,15473,0,73587,2229392,538438,245131,611798,266786,131.24004,4380.474220987,100661,144784,355756,1115006,33,532306,1567704,89060,2973.006243359,1031533,85,92.48,48.63,100.43,NA
2020-2021,May,32,WEST BENGAL,3215,24 PARGANAS (NORTH),1024439,98.1452472243634,21,333,4892.76253106901,3272,1,119797,2271641,670326,338658,124437,60329,171.29571,7293.56591656901,104789,120095,470417,1058741,0,780834,1672588,123069,2229.5076755,1282693,77,80.47,40.71,129.62,NA
2020-2021,May,32,WEST BENGAL,3221,KALIMPONG,97380,49.5552100503871,19,107,2933.92698244998,1105,0,1644,192311,12639,8728,66062,42574,0,3029.22710244998,9676,12417,51899,126937,0,58770,139444,2749,95.30012,97540,28,29.72,32.01,114.18,NA
2020-2021,May,32,WEST BENGAL,3222,JHARGRAM,425000,120.955320808498,21,198,1186.971797563,2188,0,35519,1204753,255935,113955,418983,164826,83.86361,2728.048263663,56999,73426,191549,516838,10,248682,643100,37707,1457.2128561,481909,77,75.2,50.2,100.88,NA
2020-2021,Feb,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,31516739,197.239788242771,55,3344,8880.747757971,50544,0,112084,33741233,7760958,401728,3613406,231371,1277.23828,76709.122557671,603537,992196,687771,1733683,82493,877315,2103110,162628,66551.1365197,13801396,69,47.79,61.13,102.26,NA
2020-2021,Feb,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,5606033,182.491133197433,46,571,1747.71265863198,16593,0,32254,6097170,1651731,115127,940372,64522,373.50476,13248.0120446059,130958,199672,200878,421161,10034,299428,591400,48847,11126.794625974,2796639,64,62.52,80.76,100.57,NA
2020-2021,Feb,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),7516792,200.125776099297,74,321,6328.884818619,5973,0,9123,8115276,615262,19597,2683718,86662,426.03823,22995.682126219,109034,138120,117759,260080,20441,149266,308377,15096,16240.7590776,4158595,13,19.58,44.7,106.44,NA
2020-2021,Sep,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,1862856,157.707463341548,36,828,317.772907577,7386,0,5972,2477606,1405336,127641,437002,33098,183.42318,4408.565661775,67510,95790,95226,243200,1944,141356,341823,13358,3907.369574198,1245621,80,70.3,73.41,100,NA
2020-2021,Sep,32,WEST BENGAL,3205,HOWRAH,3733939,195.350170530544,28,614,3154.232852257,13699,0,28040,4350423,806293,93545,13856,1309,226.01625,11878.807851557,154030,186005,254480,437943,1420,349989,574662,41739,8498.55874930001,1723008,72,48.05,61.92,101.9,NA
2020-2021,Sep,32,WEST BENGAL,3206,HOOGHLY,19937647,181.074088313805,40,4726,9512.16149163101,21057,0,48589,24827251,10378589,623775,1919826,124846,689.68752,55157.567413261,616427,874312,698090,1501078,19833,849618,1749567,69646,44955.71840163,9883454,46,46.47,80.92,104.48,NA
2020-2021,Sep,32,WEST BENGAL,3208,COOCHBEHAR,9074144,185.079823616791,29,3090,10882.246979401,18944,0,112848,11762741,6225057,694133,67287,9546,318.8056,32971.512874701,397609,505108,570331,1280519,875,666933,1467397,131792,21770.4602953,6887503,55,42.24,53.55,100.49,NA
2020-2021,Sep,32,WEST BENGAL,3213,BANKURA,15047906,169.154979636385,39,4830,2764.582789646,30049,0,72408,16586053,7569776,618978,2165808,184162,533.1876,31353.904964276,423214,760580,506934,1415690,12949,656166,1742930,102457,28056.13457463,7598573,85,72.24,80.84,100.01,NA
2020-2021,Sep,32,WEST BENGAL,3214,PURULIA,8897747,168.778121306138,40,4057,1799.194624545,49728,0,77085,9199917,1980663,247410,2261495,268773,411.96705,17738.608748869,227019,369821,365859,1130951,6301,553000,1599742,126813,15527.447074324,4205484,88,77.91,66.59,101.07,NA
2020-2021,Sep,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,2966915,172.630886043383,29,413,1322.63948604498,14037,0,27907,2900925,789210,114283,479439,63952,223.10552,6553.63753699899,97399,137600,198086,416786,1826,288481,572300,41944,5007.89253095401,1314899,62,67.32,82.97,99.86,NA
2020-2021,Sep,32,WEST BENGAL,3225,PURBA BARDHAMAN,15865596,178.974879943878,24,5878,5656.398262658,59574,0,71186,16025122,6023471,718426,1252031,149340,1001.731,35339.072123018,662976,869348,805275,1939919,2004,940102,2197663,130760,28680.94286036,6156945,72,42.58,69.8,100.71,NA
2020-2021,July,32,WEST BENGAL,3214,PURULIA,2912964,173.36989240666,31,3066,1794.494515545,36635,0,75208,5471216,1256401,246488,1389558,267960,262.15603,11542.091838081,171415,267120,361671,1124165,972,544006,1585528,111843,9485.44129253599,2528623,87,84.63,62.24,100.7,NA
2020-2021,July,32,WEST BENGAL,3215,24 PARGANAS (NORTH),2974115,162.687359951061,30,644,6796.03430676101,16544,0,127584,6315941,1883041,340951,359499,60504,382.90877,17454.1807457277,204078,243253,480124,1072315,709,802010,1701808,144128,10275.2376689667,3486024,78,69.66,43.15,111.33,NA
2020-2021,July,32,WEST BENGAL,3218,DINAJPUR UTTAR,3835299,178.312329316411,38,1403,2962.69674538902,13384,0,105360,5945929,1526345,204469,175179,27458,185.16339,13750.184634789,153110,232954,310436,745652,2445,527904,1200595,118744,10602.3244994,3007693,81,80.31,80.5,101.02,NA
2020-2021,July,32,WEST BENGAL,3221,KALIMPONG,379537,165.240249612262,50,254,3918.86640742997,1462,0,2031,1506817,104245,8776,507164,43129,0,6408.73457942997,30131,40689,53177,128337,1462,60255,141116,3493,2489.868172,779943,26,18.56,29.57,101.88,NA
2020-2021,Dec,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,25383473,197.749762697697,49,3103,8293.047980462,47820,0,104663,28636511,6793879,402025,3111193,231463,1069.51076,65991.191287862,576072,927207,686197,1732511,52380,854504,2065568,152483,56628.6325474,11659545,69,48.73,63,101.61,NA
2020-2021,July,32,WEST BENGAL,3207,JALPAIGURI,2135087,183.695831708114,27,916,4095.44416928799,8273,0,34668,7725625,2945834,362786,1081650,137697,160.67944,18447.774707688,277234,354178,374530,924616,566,439547,1053370,42941,14191.6510984,3893253,31,51.6,76.77,99.89,NA
2020-2021,July,32,WEST BENGAL,3216,24 PARGANAS SOUTH,5645797,159.989785768946,41,2452,15521.268045275,46157,0,331040,19173098,4325751,398882,230592,17762,479.60796,46675.874420745,466580,656653,972677,2042148,8968,1322369,2653605,377197,30674.99841547,7815003,84,67.13,57.77,108.38,NA
2020-2021,July,32,WEST BENGAL,3220,ALIPURDUAR,4761812,194.328825352644,35,538,8620.68333357506,10088,0,32974,8127452,2115468,195704,1864778,163312,146.4574,24561.1227362751,231101,317066,287350,737180,1680,326751,818286,43062,15793.9820027,4092859,50,50.55,63.46,100.68,NA
2020-2021,Nov,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,20009085,199.138103307897,46,2951,7983.95434031,43957,0,104573,26142377,6316089,401919,2875046,231461,861.52233,60904.91038771,559025,890814,684169,1729310,42112,845368,2049592,148530,52059.4337174,10590799,69,49.69,64.5,101.76,NA
2020-2021,Nov,32,WEST BENGAL,3212,MURSHIDABAD,16563394,185.66760522181,38,1034,10136.101227445,132923,0,176644,14713442,1903415,239637,279073,32199,847.25584,38301.452474545,380642,486253,747456,1686360,4777,1349049,2795827,309567,27318.0954071,4687731,93,78.79,50.56,100.63,NA
2020-2021,Nov,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),4215456,186.82049427292,64,280,6170.331934688,5554,0,7740,6329054,469747,19445,2103190,86014,294.44886,18288.750760288,98488,123456,116007,257592,8723,142026,297751,13294,11823.9699656,3253549,13,17.92,44.32,106.48,NA
2020-2021,Nov,32,WEST BENGAL,3220,ALIPURDUAR,9102714,203.699831525347,48,635,11019.7124894772,25926,0,26949,12327433,3355051,198865,2653642,165276,260.68695,36391.3596918772,256701,372634,294754,749714,10478,338289,838058,52875,25110.9602524,6148345,51,48.55,63.75,101.06,NA
2020-2021,Oct,32,WEST BENGAL,3205,HOWRAH,4495839,199.009153539159,30,656,4055.329913247,15573,0,30035,5053701,903449,93656,16068,1312,263.66015,14376.317645747,163170,198163,255505,439484,2346,352092,577524,45608,10057.3275825,2008230,73,44.64,57.03,101.69,NA
2020-2021,Oct,32,WEST BENGAL,3208,COOCHBEHAR,9571591,197.748693638784,32,3300,15231.777578262,22402,0,112595,13367459,7066650,695544,75361,9571,460.49024,42126.243363462,415885,537945,572614,1284480,1557,670577,1473577,134997,26433.9755452,7864786,54,40.63,53.96,100.57,NA
2020-2021,Oct,32,WEST BENGAL,3211,PURBA MEDINIPUR,12055868,188.395939669439,41,3230,13212.499025077,124039,0,141510,13353829,1543824,248441,55421,8644,988.09847,39358.669121477,319663,470513,644113,1730517,9692,871391,2256488,265549,25158.0716264,5938351,83,67.86,41.13,102.43,NA
2020-2021,Feb,32,WEST BENGAL,3208,COOCHBEHAR,19978304,190.417559442147,46,4428,18282.8521977074,25131,0,127794,23310134,12087722,698776,138315,9600,650.114,63319.5544632014,499560,707907,578455,1293739,14047,690421,1506518,152925,44386.588265494,13504744,53,40.28,56.47,102.79,NA
2020-2021,Feb,32,WEST BENGAL,3211,PURBA MEDINIPUR,19531399,191.299464798475,50,4475,14346.7543875,144500,0,145353,21786840,2524257,248560,95362,8649,1403.81557,57428.678274,435532,663808,648092,1736232,29253,927516,2354699,289853,41678.1083165,10208784,83,65.27,43.44,104.12,NA
2020-2021,Feb,32,WEST BENGAL,3212,MURSHIDABAD,17686111,184.268287114642,44,1261,10504.479519401,147866,0,180753,18592622,2233891,239609,313090,32158,1264.07747,46028.863078501,416740,553469,748022,1687126,12235,1370044,2826808,328619,34260.3060891,6054340,93,76.18,50.35,101.7,NA
2020-2021,Feb,32,WEST BENGAL,3225,PURBA BARDHAMAN,23034454,187.980216708974,33,6416,9251.86171123799,81552,0,88412,23837896,8834896,718273,1787758,149298,1765.01928,55827.4095508979,706129,972839,807318,1941207,11940,960998,2226647,169964,44810.5285596599,9159208,76,35.12,59.35,101.04,NA
2020-2021,Jan,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,1486749,186.109701124189,36,167,508.851192949,813,0,2465,1596884,757626,73907,460762,44026,155.75115,3636.558382649,43607,50117,68151,159226,2587,113628,246220,3278,2971.9560397,996502,62,53.63,66.53,106.6,NA
2020-2021,Jan,32,WEST BENGAL,3206,HOOGHLY,37999922,183.496838588333,58,5085,13783.401570154,27258,0,49765,37939971,15509524,624441,2881748,125006,1199.00054,84601.0494564843,648631,955655,701783,1506091,80461,869081,1778273,77023,69618.6473463303,15114622,43,43.69,78.8,103.61,NA
2020-2021,Jan,32,WEST BENGAL,3207,JALPAIGURI,15368305,197.378323845018,49,1154,5812.63139061499,16834,0,35202,15932930,6041696,364384,2338837,138037,420.0146,37680.796164015,321094,458481,376541,928165,13711,448838,1068577,52036,31448.1501734,8172213,28,50.04,76.32,100.92,NA
2020-2021,Jan,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,30102906,197.367554036019,53,3248,8880.747757971,49989,0,109838,31745353,7404162,401949,3428868,231453,1173.41817,72709.192664171,594164,969034,687455,1733793,69439,866347,2085392,159827,62655.0267362,12977513,69,48.52,62.41,101.95,NA
2020-2021,Jan,32,WEST BENGAL,3211,PURBA MEDINIPUR,18792804,192.30502429144,48,4237,14345.6885659,142627,0,143838,19981524,2292592,248611,89272,8650,1299.93842,54071.1015679,411491,621618,647794,1736301,24014,904393,2316887,286465,38425.474582,9234729,83,67.12,43.36,103.18,NA
2020-2021,Jan,32,WEST BENGAL,3213,BANKURA,21417181,174.565629523315,49,5241,4164.383297871,47331,0,69523,21975330,9737382,619440,2768258,184305,978.84222,43504.5986721969,448403,834235,508951,1418867,34007,670231,1767998,116854,38361.3731543259,10504708,85,67.75,78.65,100.03,NA
2020-2021,Jan,32,WEST BENGAL,3222,JHARGRAM,6032220,201.589329315097,43,683,2330.855017963,22661,0,29305,6199901,1283791,114245,2008286,165204,431.35504,15260.548902063,142774,211791,193923,519872,7914,255308,652569,51966,12498.3388441,2451442,78,59.6,69.18,100.92,NA
2020-2021,Jan,32,WEST BENGAL,3225,PURBA BARDHAMAN,22368390,185.983922070074,32,6374,9251.56591123799,80469,0,86862,22725827,8447486,718244,1716093,149297,1628.03362,53145.9839086979,701706,960337,807162,1941002,9739,958092,2222057,167331,42266.3843774599,8735507,76,36.16,61.28,100.87,NA
2020-2021,May,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,110159,116.800848165879,13,61,232.690474043,262,0,1349,233327,104547,73344,74707,43250,24.37872,529.597109043,16803,18350,66679,156839,0,100714,224078,1611,272.527915,137911,48,61.79,67.76,100,NA
2020-2021,May,32,WEST BENGAL,3213,BANKURA,982613,117.789751206835,19,2457,1715.001019264,2744,0,76609,4762872,2310829,616465,685008,183253,195.47896,7520.655058364,242387,379886,493165,1395017,56,626405,1694734,79353,5610.1750791,2198552,86,80.81,72.07,100.04,NA
2020-2021,May,32,WEST BENGAL,3225,PURBA BARDHAMAN,3220233,152.650852707044,15,1320,3600.231731395,8955,0,101568,2638524,1143564,717222,234638,148992,306.56568,7934.526796275,172745,207364,795060,1928035,3,920735,2172480,110523,4027.72938488,1097008,74,60.79,38.46,100.26,NA
2020-2021,April,32,WEST BENGAL,3206,HOOGHLY,796276,471.656240950472,14,245,2172.57324461,1401,10,51304,480688,212255,610859,57177,123799,95.37077,4535.13896611,33994,40276,636408,1410665,0,750687,1604960,52705,2267.1949515,192246,51,33.4,47.96,115.26,NA
2020-2021,April,32,WEST BENGAL,3213,BANKURA,347947,59.5875123647716,16,430,837.416316716,818,18,70444,758809,371237,615946,131188,182926,84.2383,1373.810023416,46058,61742,489500,1389518,1,619583,1684629,71262,452.1554067,387526,86,80.39,21.97,100.32,NA
2020-2021,April,32,WEST BENGAL,3218,DINAJPUR UTTAR,438320,127.612274608222,19,110,943.073125149998,2171,13,84499,194051,56579,202481,6360,27181,46.41776,1237.12378015,10096,13687,301843,729732,0,508058,1165135,86670,247.632895,97227,78,47.72,51.28,100.72,NA
2020-2021,April,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),26490,1491.34274119166,13,7,938.128773717,753,16,7355,16263,1033,18913,5089,83386,35.79356,1216.459403717,1204,1261,109091,249600,0,131458,285287,8108,242.53707,7461,14,26.75,50.11,100,NA
2020-2021,April,32,WEST BENGAL,3221,KALIMPONG,13380,543.323802716226,13,3,0,113,23,2037,5596,360,8659,1424,42088,0,30.4044,429,429,50918,125698,0,57647,138037,2150,30.4044,2021,31,4.09,42.18,151.57,NA
2020-2021,March,32,WEST BENGAL,3208,COOCHBEHAR,24419814,207.807871945989,48,4506,18282.8521977074,28271,0,125071,24414484,12593302,698737,145041,9600,713.32192,69731.3937647014,505451,722798,578465,1293677,16777,690704,1506921,153342,50735.219646994,14103283,53,42.36,57.63,102.66,NA
2020-2021,March,32,WEST BENGAL,3221,KALIMPONG,4897047,207.842225787399,92,424,3946.45322742997,2493,0,2117,4893010,335103,8852,1620815,43795,0,14116.19411943,52834,74424,54906,130092,30010,63220,144376,4610,10169.740892,2514211,29,27.16,48.1,101.79,NA
2020-2021,June,32,WEST BENGAL,3201,NADIA,1958025,132.727937648092,20,1260,1306.499556127,9128,0,53242,3393577,704043,306396,79856,31253,246.10491,6056.829230727,166484,207151,451680,1220480,40,742757,1899413,62370,4504.2247646,1433662,83,65.98,54.52,101.52,NA
2020-2021,June,32,WEST BENGAL,3209,MALDAH,3475320,164.036089388097,27,14528,18803.333842034,62444,0,121837,6455289,1332782,257134,563810,88886,181.35703,29573.694506334,230631,289240,554427,1200736,272,832104,1690873,184281,10589.0036343,3880153,89,79.98,47.23,101.1,NA
2020-2021,June,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,4984502,166.459335430431,30,2027,4003.611198278,14024,0,100541,12762080,3546305,400307,1405801,230921,365.4746,25612.759353378,412995,622077,663187,1695201,8944,806332,1985170,114565,21243.6735551,5292186,69,59.22,68.24,102.58,NA
2020-2021,June,32,WEST BENGAL,3211,PURBA MEDINIPUR,4215051,169.374582106574,28,1801,9667.877899485,47612,0,149237,5260133,753724,248268,28504,8648,315.93078,18893.136966485,186979,254202,627754,1706290,459,838669,2203535,196849,8909.328287,2404502,78,70.87,39.47,104.61,NA
2020-2021,June,32,WEST BENGAL,3216,24 PARGANAS SOUTH,2794160,134.704147789211,32,1928,13202.370103311,32715,0,304563,11414656,2633834,394610,155068,17658,362.20932,28940.594511181,353270,483297,951482,2010826,2120,1289089,2604258,337278,15376.01508787,4720158,84,64.46,58.7,110.62,NA
2020-2021,June,32,WEST BENGAL,3218,DINAJPUR UTTAR,2191599,149.550938002594,35,1197,2322.88813413602,4721,0,100490,4681341,1192188,204019,139773,27368,138.74563,9462.62314073602,132287,201076,308406,741687,834,523160,1191697,105211,7000.9893766,2330901,79,82.79,83.28,100.88,NA
2020-2021,Aug,32,WEST BENGAL,3208,COOCHBEHAR,9072699,180.201843690333,26,2755,10882.246979401,17187,0,110936,9660375,5114876,692519,58298,9540,192.15696,28482.577796801,368194,452959,567258,1275269,353,661614,1458491,128123,17408.1738574,5644108,55,42.47,54.77,100.51,NA
2020-2021,Aug,32,WEST BENGAL,3211,PURBA MEDINIPUR,10538384,186.414319550717,35,2542,11749.948801978,87253,0,146982,9161976,1144123,248542,44710,8652,749.79588,29578.979899778,254645,363249,639143,1723743,3452,859633,2237881,234235,17079.2352178,4121111,81,68.44,41.01,102.93,NA
2020-2021,Aug,32,WEST BENGAL,3213,BANKURA,9611284,167.753907674252,36,4516,2764.575589646,19441,0,80164,14955828,6897829,618772,1948269,184074,448.70882,28302.270304686,406493,720794,505385,1413911,8282,651627,1735814,99605,25088.98589504,6702085,85,73.62,81.06,100.02,NA
2020-2021,Aug,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,1800448,175.948434570136,27,350,1322.63948604498,13292,0,24998,2266274,623931,113958,383523,63805,158.32746,5468.44057211499,81804,113903,197118,415086,981,286978,569638,38290,3987.47362607001,1028682,61,70.92,80.62,99.83,NA
2020-2021,March,32,WEST BENGAL,3205,HOWRAH,8814069,206.09221100332,46,746,4999.507779664,23445,0,30648,8810032,1523640,93917,24803,1320,477.46794,23633.765458564,188630,237258,258608,443659,14850,378762,610678,54093,18156.7897389,3674795,73,45.46,51.59,101.62,NA
2020-2021,March,32,WEST BENGAL,3213,BANKURA,22929036,180.852371935876,50,5294,4164.659277871,50129,0,68378,22924999,10097959,619403,2869414,184305,1158.43442,46783.498155647,451852,845138,509093,1419006,39220,675994,1777533,118507,41460.404457776,10965137,85,65.61,76.85,100.03,NA
2020-2021,Sep,32,WEST BENGAL,3211,PURBA MEDINIPUR,10647126,185.774408803227,38,2884,11749.948801978,112097,0,142457,11154501,1343676,248454,49735,8647,855.96982,33328.126909678,287716,418880,642603,1728507,5965,867391,2249975,254554,20722.2082877,4982403,82,67.86,41.52,102.63,NA
2020-2021,Dec,32,WEST BENGAL,3201,NADIA,9826589,160.409326832199,38,2147,2425.880999691,35401,0,58688,10167866,2208160,307207,242338,31369,752.57438,19488.660783491,266229,360664,457397,1228907,7942,766402,1934701,94089,16310.2054038,4284040,85,55.8,62.39,100.68,NA
2020-2021,Dec,32,WEST BENGAL,3203,BIRBHUM,17339812,192.328571671955,37,7063,6008.964029503,116088,1,137594,17564290,6113767,522759,1193872,110483,776.96829,40567.080400823,472059,705722,608991,1447676,10925,768674,1739618,253682,33781.14808132,7420355,81,60.79,52.19,101.17,NA
2020-2021,Dec,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,1404325,182.520065077845,34,154,486.870162949,790,0,2365,1410311,679241,73789,401578,43993,129.31517,3190.285887949,40683,46295,68029,158998,2176,108203,236391,3155,2574.100555,884174,63,52.74,66.46,104.62,NA
2020-2021,Dec,32,WEST BENGAL,3205,HOWRAH,6267209,198.758247657033,37,705,4795.09826408,20094,0,31394,6680844,1167193,93735,19943,1313,352.36795,18426.19467718,176241,216977,257227,441782,6358,361084,589028,51488,13278.7284631,2729569,74,44,52.2,101.33,NA
2020-2021,Dec,32,WEST BENGAL,3213,BANKURA,20215546,174.345562564964,46,5142,3954.958124425,43136,0,70337,20397240,9092455,619371,2597170,184265,894.36393,40411.0048801509,443345,816625,508581,1418224,26718,665931,1760007,113473,35561.6828257259,9690998,85,68.67,79.11,100.01,NA
2020-2021,Dec,32,WEST BENGAL,3221,KALIMPONG,3312659,195.038698856219,79,417,3936.34448742997,1955,0,2492,4017204,280904,8864,1316336,43835,0,11771.44689943,50551,70321,54782,130128,16131,62563,143819,4447,7835.102412,2075426,28,24.12,46.24,101.12,NA
2020-2021,Sep,32,WEST BENGAL,3216,24 PARGANAS SOUTH,22912247,188.638234724229,50,3094,15608.375428329,114051,0,305604,29280322,6279423,402403,323705,17859,854.56431,71696.8222806989,574604,825649,998818,2079336,31124,1369839,2721992,419655,55233.88254237,11766466,84,67.15,55.65,107.69,NA
2020-2021,Sep,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),3868177,176.205967379951,52,255,5758.90169253201,5045,0,7804,4560876,335197,19307,1512263,85527,223.36457,14018.801939332,87624,108673,114554,255911,3166,138991,294268,12849,8036.5356768,2353700,13,16.09,43.33,104.63,NA
2020-2021,Jan,32,WEST BENGAL,3203,BIRBHUM,19064427,191.889656251774,39,7303,6353.449758141,119571,1,141095,19303512,6645208,522758,1281105,110518,855.66058,44250.553159461,487261,736368,609626,1448815,14395,773959,1747545,260666,37041.44282132,8198083,82,60.63,51.89,101.33,NA
2020-2021,Jan,32,WEST BENGAL,3212,MURSHIDABAD,17066783,183.770094168062,43,1169,10504.479519401,145582,0,179926,17566784,2159207,239596,305422,32158,1039.62228,43826.597298501,405765,532453,747888,1686944,10545,1363954,2818102,325508,32282.4954991,5671948,93,77,50.06,100.97,NA
2020-2021,Jan,32,WEST BENGAL,3216,24 PARGANAS SOUTH,44049286,194.6066224143,60,4068,26423.3328824944,163022,0,314713,45754381,9250939,406503,431215,17993,1275.93344,116740.321793164,760171,1106350,1026463,2120751,72946,1488309,2907133,477735,89041.0554706701,18290286,85,61.07,52.53,106.61,NA
2020-2021,Jan,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,5325269,179.114231893923,44,549,1747.71265863198,16476,0,32016,5703519,1555880,115092,894426,64477,373.50476,12337.031666406,128237,193633,200661,420849,8791,297151,587201,48492,10215.814247774,2623841,64,63.74,82.59,100.28,NA
2020-2021,Aug,32,WEST BENGAL,3203,BIRBHUM,11516516,190.18347091192,28,5404,3962.742979056,70403,0,144785,11443966,4145893,522798,832462,110481,407.67313,26134.947857836,397070,553562,606952,1447218,2237,758563,1727697,215188,21764.53174878,4446536,81,68.73,50.59,101.59,NA
2020-2021,Aug,32,WEST BENGAL,3205,HOWRAH,2273485,194.236256566971,25,572,3154.232852257,10417,0,24475,3610683,696389,93318,11393,1300,177.878,10345.366347957,140896,168909,251757,434366,744,343958,567158,34892,7013.2554957,1426768,68,51.78,63.77,102.26,NA
2020-2021,July,32,WEST BENGAL,3201,NADIA,3308709,153.978121507224,23,1512,1623.372052211,12153,0,56009,4704889,1022595,306523,117272,31280,326.94288,9194.814633411,197384,251078,452941,1221966,318,745967,1903586,68162,7244.4997012,1990596,83,60.41,59.2,101.41,NA
2020-2021,July,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,287129,193.298663823509,25,106,386.36673239,480,0,1786,805208,383786,73508,240140,43725,55.57195,1998.39498739,32089,35512,67506,158086,66,102439,226603,2266,1556.456305,503861,58,56.35,69.82,100,NA
2020-2021,July,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,7637542,191.039601450611,35,2352,5216.971655553,18202,0,108933,16634927,4415161,401329,1841113,231268,468.929,37465.198897953,472443,726217,673514,1712609,13892,823493,2013856,127135,31779.2982424,6835591,69,56.27,68.26,102.29,NA
2020-2021,July,32,WEST BENGAL,3211,PURBA MEDINIPUR,6458546,183.148337805466,32,2256,11710.547920046,61115,0,156739,7382012,985642,248229,39062,8648,645.59318,25876.173374646,228409,319671,632858,1713355,1661,848413,2218764,217854,13520.0322746,3356038,80,69.06,41.37,103.41,NA
2020-2021,July,32,WEST BENGAL,3213,BANKURA,3075656,163.043458215614,33,4334,2758.609214359,9548,0,87417,13260312,6185180,618108,1730879,183878,364.1952,24742.875669339,390875,686110,503228,1410072,4993,646384,1726285,96965,21620.07125498,5943336,85,75.52,81.45,100.01,NA
2020-2021,July,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,1051875,181.508207834354,26,324,1322.61552204498,10525,0,27144,2037743,562674,113792,340755,63675,128.33324,5149.61956161499,77443,107350,196449,414041,634,285761,567807,37669,3698.67079957001,921621,61,73.28,81.36,99.86,NA
2020-2021,March,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,4015732,172.294554645306,55,935,455.803845206,10237,0,5508,4011695,2213524,127710,648362,33122,412.14955,7779.885429184,72433,109150,95359,243433,11177,150204,356623,15745,6911.932033978,2035059,81,64.16,74.57,100,NA
2020-2021,March,32,WEST BENGAL,3206,HOOGHLY,40381549,191.289200750978,61,5110,13783.401570154,28558,0,49667,40377512,16469659,624478,3067256,125012,1420.06463,92441.2861880844,652443,965567,702041,1506407,95523,878229,1791890,78225,77237.8199879304,16089531,43,43.86,76.69,103.92,NA
2020-2021,March,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,34221424,205.518737405928,56,3368,8880.747757971,51721,0,111113,34217387,7850711,401718,3656303,231371,1462.67978,80666.569273671,605040,996340,687774,1733657,86716,877985,2104110,162834,70323.1417357,14004597,69,47.07,60.13,102.32,NA
2020-2021,March,32,WEST BENGAL,3216,24 PARGANAS SOUTH,50498292,203.631621531069,63,4306,26423.5162424944,172808,0,313827,50471094,10082218,406742,472367,18000,1742.09916,130940.722519164,796648,1171552,1028413,2124258,93085,1538943,2972463,486635,102775.10711667,20216243,84,59.69,52.35,107.72,NA
