fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2019-2020,March,32,WEST BENGAL,3207,JALPAIGURI,12621000,194.24531641549,44,1010,6266.088424733,14309,0,34825,12933248,4882467,354354,2035114,134678,597.95033,31986.267255133,287623,392280,363074,897566,9806,437124,1049355,49134,25122.2285004,6124861,40,43.03,61.77,102.58,NA
2019-2020,March,32,WEST BENGAL,3212,MURSHIDABAD,16709024,189.409631560241,56,817,12260.467494809,133160,1,175967,16011627,2859094,235023,469496,30984,1398.16254,43986.193742309,282657,357770,689179,1589401,10348,1271575,2695594,309127,30327.5637075,5231256,94,71.68,22.49,105.94,NA
2019-2020,March,32,WEST BENGAL,3213,BANKURA,14975000,162.414680066463,45,3429,4944.781828224,34382,0,67248,13884305,6936707,579357,2087151,173050,1287.81967,28782.7510434259,302739,532775,441702,1265009,19990,618828,1683569,101630,22550.149545202,6723822,87,73.36,61.82,100.55,NA
2019-2020,Oct,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,489735,190.392952184737,40,67,170.647261653,2059,0,1513,605748,287447,71030,155271,41107,112.06242,1436.011181653,15111,17377,63515,150827,334,98714,221160,3572,1153.3015,394692,73,46.85,45.76,99.96,NA
2019-2020,Oct,32,WEST BENGAL,3209,MALDAH,5445375,177.656503885404,33,11182,14345.294240837,17461,0,94977,4555254,1007831,241955,386764,79155,568.88226,23006.881500337,134497,184201,466392,1057396,1315,742861,1563957,112438,8092.7049995,2367085,80,76.94,71.41,121.21,NA
2019-2020,Oct,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,11500000,175.88390877788,34,1555,5161.60010069,23976,0,73455,7983283,2139151,374824,969235,220063,920.31876,20123.22904989,231426,357664,574832,1512636,5644,755470,1901843,97431,14041.3101892,3638677,73,51.44,58.41,131.95,NA
2019-2020,Oct,32,WEST BENGAL,3211,PURBA MEDINIPUR,7323000,188.611257049002,34,1868,16959.8537948481,115794,0,141788,6588876,881777,244405,23875,8302,961.66141,30348.8770538481,190718,280508,589203,1629783,5229,810079,2162639,257582,12427.361849,3613610,71,45.75,48.06,110.55,NA
2019-2020,Oct,32,WEST BENGAL,3215,24 PARGANAS (NORTH),6035320,171.824667884897,37,499,6675.98099183547,42469,1,77499,6004577,2015114,336874,389265,56864,789.82064,17783.1461199784,158884,188911,457831,1039873,2406,749420,1630366,119968,10317.3444881429,3930766,70,60.95,36.07,123.88,NA
2019-2020,Oct,32,WEST BENGAL,3216,24 PARGANAS SOUTH,14078400,173.397906606831,39,1259,10659.059303247,61914,0,236552,8253987,1868765,357595,110454,16107,1109.6549,26080.954872847,210101,287856,773714,1704998,4465,1142153,2407487,298466,14312.2406696,3530794,84,57.1,33.27,129.54,NA
2019-2020,Oct,32,WEST BENGAL,3222,JHARGRAM,4199480,185.187383036617,30,387,1639.292243181,15257,0,26683,2264961,508136,111612,863946,162119,366.09697,6199.811215881,73544,102744,184941,505125,693,244252,640192,41940,4194.4220027,904849,77,61.05,47.08,108.72,NA
2019-2020,Dec,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,859883,173.377750490984,38,89,657.204073738,2703,0,1048,839641,385817,71067,236647,41189,143.25105,2256.205801738,21532,25579,63595,150976,1353,99173,221932,3751,1455.750678,540378,72,49.08,50.4,99.96,NA
2019-2020,Dec,32,WEST BENGAL,3212,MURSHIDABAD,15205212,193.509426270856,44,527,12108.511090866,82022,1,201048,9362763,1642421,235185,269861,30994,1081.9747,31308.314755266,209355,250293,688020,1591980,2553,1250622,2673119,283070,18117.8289644,3126166,95,68.8,15.36,106.64,NA
2019-2020,Dec,32,WEST BENGAL,3214,PURULIA,9255043,163.17031398204,42,3332,1695.324103657,26292,0,78734,7603191,1609589,230333,1856121,252665,750.81309,14852.2878210112,177454,285560,322838,1026438,5785,523911,1555394,105026,12406.1506273542,3609974,85,78.72,62.87,103.16,NA
2019-2020,Dec,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,3269889,152.142662808498,39,309,1932.94904209002,23127,1,33295,2664044,741614,111322,435235,61819,354.6873,6340.78382208003,67046,97456,187362,396457,2110,274608,550893,56422,4053.14747999001,1331470,68,56.45,72.69,111.09,NA
2019-2020,Nov,32,WEST BENGAL,3205,HOWRAH,4135842,165.972363662077,30,349,5159.07816611801,19104,0,33068,2170801,426779,86625,8412,1209,442.8558,9204.86369621801,72027,81747,199834,362169,741,278063,486115,52172,3602.9297301,1182773,75,58.88,38.29,105.47,NA
2019-2020,Nov,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),2686453,129.24606788764,27,115,3931.50486656601,2656,0,7099,997619,67581,18173,333872,80022,451.5747,5672.46289656601,35798,41004,102642,240172,43,126947,280879,9755,1289.38333,524159,25,23.62,38,103.34,NA
2019-2020,March,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,3572000,155.030528018838,50,876,929.363618951,10617,0,8675,3011010,1731314,125996,486122,31739,442.32915,6039.67747065101,59467,86610,91551,236097,4619,137180,335587,19292,4667.98470170001,1538655,83,73.69,52.27,100.08,NA
2019-2020,March,32,WEST BENGAL,3206,HOOGHLY,18901000,140.388529430441,40,3661,14932.615910068,39875,0,49596,17751110,8572408,595329,1523985,122130,1389.12978,41242.267976648,439995,613774,599178,1332860,17673,749656,1603332,89471,24920.52228658,7859087,62,50.17,58.38,114.71,NA
2019-2020,March,32,WEST BENGAL,3211,PURBA MEDINIPUR,15073000,183.893261321596,52,3496,32395.487750863,171578,0,169082,16813000,2557676,243993,70467,8298,1399.02861,64712.490386863,319691,501088,590907,1630263,26229,816618,2171011,340660,30917.974026,8630351,76,56.44,43.06,109.28,NA
2019-2020,March,32,WEST BENGAL,3216,24 PARGANAS SOUTH,23464000,188.819405977174,68,2220,16272.226472935,137196,0,232230,24378644,5489422,357431,310662,16105,1764.4228,64068.260059025,354788,526242,775987,1707459,38335,1184542,2470087,369426,46031.61078609,10127629,84,58.97,36.81,128.12,NA
2019-2020,March,32,WEST BENGAL,3222,JHARGRAM,7499062,188.521614243198,45,747,2931.388674647,25458,0,32588,5656595,1191472,111578,1983314,162061,607.5871,14202.879979847,125689,191206,185750,505134,7988,247592,643595,58046,10663.9042052,2304582,80,65.55,59.29,106.78,NA
2019-2020,Aug,32,WEST BENGAL,3212,MURSHIDABAD,10359593,213.848661146718,49,266,1400.680263513,21471,1,151497,4875045,671202,234778,90719,30614,614.0242,12439.922926313,97684,130550,681430,1594568,1102,1235071,2664483,172968,10425.2184628,1880546,94,64.56,18.68,103.55,NA
2019-2020,Aug,32,WEST BENGAL,3213,BANKURA,4519029,168.598735025776,38,910,464.085921883,9752,0,47897,3258683,1746159,578566,546316,172886,539.2607,6497.444938383,84535,137024,437896,1260658,1522,608564,1669084,57649,5494.0983165,1770067,84,74.31,37.9,100.62,NA
2019-2020,Aug,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),1433027,333.938071483449,19,8,146.084553084,205,0,6958,92413,6697,18156,28506,79777,276.3862,731.072943084,4852,5229,102025,239438,1,126251,280204,7163,308.60219,52559,29,28.19,55.47,128.61,NA
2019-2020,May,32,WEST BENGAL,3218,DINAJPUR UTTAR,1607143,102.833640818349,26,447,569.734342068,1055,7,50574,871804,269711,184223,28726,25256,88.31187,1554.554006068,32809,48433,262884,643994,77,479480,1115144,51629,896.507794,418483,72,75.86,74.17,110.15,NA
2019-2020,Sep,32,WEST BENGAL,3209,MALDAH,4919754,174.940123800917,32,10779,11826.026035042,14706,0,91514,4098758,922331,241298,367736,78756,492.94456,19489.342914542,126582,172566,459442,1047854,1122,726476,1540921,106220,7170.3723195,2101919,79,75.74,71.26,119.99,NA
2019-2020,Sep,32,WEST BENGAL,3214,PURULIA,5932069,168.402369848426,34,2013,996.377546197,19523,0,42355,3888451,780433,229889,935104,252113,533.99258,8078.6137605918,112759,181772,321250,1024427,1568,519857,1549680,61878,6548.2436343948,1866636,78,76.36,67.41,103.57,NA
2019-2020,Jan,32,WEST BENGAL,3205,HOWRAH,5364800,171.47666688987,42,421,6101.637058743,21688,0,32605,3882851,763709,86819,12839,1211,530.3888,13290.209333843,92117,107630,200759,363455,2466,280620,489351,54293,6658.1834751,2180527,74,62.9,37.7,103.93,NA
2019-2020,Jan,32,WEST BENGAL,3207,JALPAIGURI,9563819,162.838961478374,36,843,6249.590196066,11018,0,33941,9330032,3514821,354335,1467319,134654,497.9518,21940.469210466,255707,333180,362954,897384,3921,436375,1048051,44959,15192.9272144,4398352,42,42.35,60.94,102.36,NA
2019-2020,Jan,32,WEST BENGAL,3214,PURULIA,10139669,164.212256781882,47,3640,1703.272468789,27634,0,81314,9080253,1939281,230395,2212988,252670,813.89548,17428.0563215935,189922,309216,322975,1026651,8650,524691,1556696,108948,14910.8883728045,4289844,86,80.53,60.13,103.01,NA
2019-2020,Jan,32,WEST BENGAL,3218,DINAJPUR UTTAR,5892857,174.699910614273,48,1180,6129.49573059001,15023,1,66288,5790298,1531843,185089,196355,25459,446.07749,16691.21865089,118643,184006,266528,650982,6076,498070,1147846,81311,10115.6454303,2970428,78,74.28,71.87,110.23,NA
2019-2020,Jan,32,WEST BENGAL,3221,KALIMPONG,2675417,145.034241615282,63,395,3494.24221202599,2352,0,2300,2800452,182219,8260,938936,40856,0,7555.85653202599,43818,63342,48088,121334,3877,55443,135444,4652,4061.61432,1448681,26,12.44,20.11,105.01,NA
2019-2020,Feb,32,WEST BENGAL,3214,PURULIA,11058458,162.247837006964,53,3904,1703.272468789,30765,0,81185,10719265,2290411,230463,2614797,252698,877.49771,19972.5457843335,199444,331719,323125,1026803,12939,526132,1558783,111950,17391.7756055445,5062007,85,81.42,57.67,102.91,NA
2019-2020,Feb,32,WEST BENGAL,3215,24 PARGANAS (NORTH),11545083,150.345875759825,55,921,9434.30330236746,61941,1,92727,13393130,4304733,337112,785418,56875,1202.25744,30772.5793325194,241290,318558,458781,1041335,26710,757713,1641711,154668,20136.0185901519,8233698,74,62.02,41.24,118.22,NA
2019-2020,Feb,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,3797823,157.848100087732,48,378,1963.66385918801,24760,1,35193,3949525,1058386,111457,631783,62007,423.02347,8620.93750417802,81024,125841,187612,395912,6182,277825,555290,59953,6234.25017499001,1947088,69,60.11,75.64,107.92,NA
2019-2020,April,32,WEST BENGAL,3205,HOWRAH,11599,91.5770067440673,15,89,49.262245865,781,40,27379,201807,41478,84981,922,1192,54.5085,288.579555865,13360,14695,190731,350880,0,264257,469030,28160,184.80881,93350,57,44.37,38.36,129.37,NA
2019-2020,April,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,2625000,77.4905609503225,25,383,140.9412797,1233,36,77944,1696603,558524,374698,129564,219895,127.9126,1583.5610615,66271,96764,568127,1504129,112,741985,1882291,79177,1314.7071818,828297,73,55.53,60.21,142.23,NA
2019-2020,April,32,WEST BENGAL,3214,PURULIA,539095,82.5154487005371,23,257,51.762067716,1222,38,48349,323980,53943,228797,63623,251132,86.42654,405.522158416,14053,21124,317988,1019236,8,513837,1540156,49571,267.3335507,155637,77,74.78,61.37,112.74,NA
2019-2020,April,32,WEST BENGAL,3218,DINAJPUR UTTAR,803571,209.098173382743,24,64,82.646996428,230,37,50362,137084,57072,184270,5444,25243,44.15589,413.443026428,5537,7938,262223,643320,1,477390,1111903,50592,286.64014,69269,72,70.46,67.88,113.87,NA
2019-2020,April,32,WEST BENGAL,3222,JHARGRAM,599931,76.3798569449081,21,168,54.554050251,870,0,38021,676942,163006,111632,256986,161961,53.1744,624.775781451,31538,42786,183207,503676,9,241482,637832,38891,517.0473312,280027,78,82.81,51.88,121.03,NA
2019-2020,July,32,WEST BENGAL,3201,NADIA,3134731,204.151645457573,17,312,275.135904837,12187,2,25005,579547,124622,329774,13080,32530,416.7816,1875.072241537,32974,40628,452138,1241281,3,718721,1870985,37192,1183.1547367,261590,70,34.46,23.2,107.14,NA
2019-2020,July,32,WEST BENGAL,3211,PURBA MEDINIPUR,4250000,183.87063084662,31,1680,3471.289183815,64012,0,187344,5341441,729198,242325,20178,8255,527.91562,13820.546066815,172020,248902,573743,1606725,3263,788988,2130526,251356,9821.341263,2980437,71,50.5,52.72,111.8,NA
2019-2020,July,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,1151668,180.766520515534,28,92,311.789678594004,5930,1,40874,488581,133760,109990,96175,60770,144.4237,1339.404252194,16930,22992,183116,389089,77,267108,538088,46804,883.1908736,261450,70,62.23,61.55,124.46,NA
2019-2020,July,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),1114007,360.686035381288,20,7,146.084553084,146,0,5296,56414,3519,18152,16644,79734,220.9005,570.462473084,2760,3008,101936,239313,0,126101,279976,5442,203.47742,32333,10,28.5,56.39,155.39,NA
2019-2020,June,32,WEST BENGAL,3212,MURSHIDABAD,7519063,188.822619631204,42,211,1318.157970736,10784,1,157171,3772657,520425,232453,71331,30195,391.3999,8833.187647836,88264,117610,667610,1578462,368,1213858,2638577,167955,7123.6297771,1394017,94,67.67,22.09,102.58,NA
2019-2020,June,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,864331,131.292264087621,23,68,294.562979383003,4554,1,41355,318826,89776,109865,52825,60682,76.9043,790.061153283003,13488,17514,182506,388652,28,265979,536981,45909,418.5938739,173643,71,57.46,61.64,127.95,NA
2019-2020,June,32,WEST BENGAL,3218,DINAJPUR UTTAR,2410714,129.423995233997,30,656,569.734342068,2790,3,50287,1833402,508104,184440,56359,25282,136.87143,3079.467889168,60277,89982,263542,645190,361,481693,1119265,53077,2372.8621171,885322,71,74.5,75.01,116.26,NA
2019-2020,June,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),796507,207.186853946248,18,7,113.146730522,121,0,5320,49338,3204,18141,14343,79651,110.2031,325.571680522,2680,2927,101841,239133,0,125926,279666,5441,102.22185,26974,10,30.78,54.93,148.36,NA
2019-2020,Nov,32,WEST BENGAL,3214,PURULIA,8311614,159.849054018289,39,2997,1331.186911771,24524,0,72895,6265756,1301470,230284,1537247,252574,686.9961,12033.9347048652,159799,256202,322608,1026032,4051,522774,1553579,97419,10015.7516930942,2986278,85,76.35,68,102.89,NA
2019-2020,Nov,32,WEST BENGAL,3215,24 PARGANAS (NORTH),7581784,167.6819847438,39,533,7518.35587032447,48020,1,76113,6636496,2206811,336903,428806,56868,899.73464,19546.2987205674,167915,200195,457912,1039982,3626,749781,1630876,124133,11128.2082102429,4357583,71,61.25,34.78,123.25,NA
2019-2020,Nov,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,2695510,145.904875480645,36,265,1309.35884599302,21789,1,33409,1999657,551575,110812,334641,61268,315.2025,4542.15840188303,54951,78118,186066,393540,1192,272045,545782,55198,2917.59705589001,1017213,69,55.59,69.74,114.51,NA
2019-2020,Dec,32,WEST BENGAL,3211,PURBA MEDINIPUR,11323000,169.942381652801,38,2699,31357.836375121,134279,0,184183,9917852,1481888,244105,39247,8303,1194.95781,49407.428082721,256902,382497,590640,1630232,9016,813384,2166093,318462,16854.6338976,5147608,76,50.12,43.9,110.06,NA
2019-2020,Dec,32,WEST BENGAL,3213,BANKURA,10176466,152.978391474556,37,2403,4913.197281787,28349,0,45213,8103766,4119223,579693,1325883,173107,964.08428,18274.292437449,218783,373854,441344,1265185,7213,614634,1677689,73562,12397.010875662,4024787,85,71.91,55.74,100.48,NA
2019-2020,Dec,32,WEST BENGAL,3216,24 PARGANAS SOUTH,17598000,164.492222445947,49,1825,16207.842688441,70914,0,270942,15390440,3450445,357749,189337,16112,1378.544,42902.463488651,312614,431182,775730,1707574,9141,1149936,2419776,341856,25316.07680021,6355599,85,63.61,31.33,131.35,NA
2019-2020,Dec,32,WEST BENGAL,3221,KALIMPONG,2269217,100.53865800618,42,293,3494.24221202599,2258,0,2196,1502302,99668,8264,508789,40846,0,5004.63648202599,35442,50060,48047,121296,605,55099,135007,4454,1510.39427,774203,27,13.33,12.66,108.53,NA
2019-2020,Dec,32,WEST BENGAL,3225,PURBA BARDHAMAN,19935900,154.197032821132,27,3122,17997.149653106,45257,0,101021,8817490,3534588,706219,853520,148020,1481.04479,33074.502392406,324287,418669,769519,1874021,3712,914076,2166371,146278,13596.3079493,3747178,75,45,29.99,108.41,NA
2019-2020,Oct,32,WEST BENGAL,3203,BIRBHUM,9211960,170.395679413059,31,2386,2886.959083358,41867,0,87964,5048738,1921037,518086,440687,109883,724.16962,12213.9601202433,162240,238780,571184,1393683,1143,716695,1685181,129831,8602.8314168853,2180774,75,66.01,42.25,109.01,NA
2019-2020,Oct,32,WEST BENGAL,3208,COOCHBEHAR,6768900,175.499631509319,25,1476,9748.55964877097,25117,0,71174,4966937,2394134,666790,39249,9679,573.031,19038.546781071,192648,234246,528729,1200174,501,639306,1422308,96291,8716.9561323,3141231,63,41.11,51.68,100.8,NA
2019-2020,Oct,32,WEST BENGAL,3214,PURULIA,7094752,165.124600216058,37,2404,1033.989428095,21309,0,47653,4823324,973021,230091,1176451,252266,620.93956,9619.4234602202,128622,209213,321795,1024954,2470,521012,1551068,68962,7964.4944721252,2315363,79,75.07,70.37,103.07,NA
2019-2020,Oct,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),2178403,191.443992626877,30,66,3757.138534127,2215,0,5918,394948,28995,18168,127447,79958,396.2376,4909.480354127,12909,14166,102467,239898,4,126749,280592,8133,756.10422,213698,28,31.4,42.88,107.98,NA
2019-2020,Oct,32,WEST BENGAL,3220,ALIPURDUAR,5695000,206.46995860671,27,226,3505.45461419301,9578,1,33898,3115964,883052,186890,646864,155945,301.0425,10240.026695193,112729,143858,266993,695581,457,312971,794448,43476,6433.529581,1554551,56,40.45,52.99,107.89,NA
2019-2020,Oct,32,WEST BENGAL,3225,PURBA BARDHAMAN,12430620,191.140023449203,30,1818,11607.484411775,34463,0,68969,5156252,2034177,706796,586686,147992,1183.4357,22646.581393675,166895,220661,769116,1875568,1698,913040,2167223,103432,9855.6612819,2264463,66,43.29,26.4,110.64,NA
2019-2020,May,32,WEST BENGAL,3201,NADIA,1605332,182.24549875665,14,99,268.570732595,3600,28,31965,127076,24420,329815,2848,32530,208.5102,708.671222595,8973,10722,452065,1241334,0,718443,1870794,35565,231.59029,58018,70,19.8,7.28,118.35,NA
2019-2020,May,32,WEST BENGAL,3205,HOWRAH,200049,126.094885358497,18,140,604.600939917,1576,9,27238,461831,89178,85003,1654,1192,108.857,1295.803209917,24332,27114,191108,351410,22,264944,469964,28814,582.34527,213452,58,48.95,44.94,115.19,NA
2019-2020,May,32,WEST BENGAL,3206,HOOGHLY,2690059,130.016938939424,21,350,1666.032264036,5581,7,46326,1147942,526262,594532,119938,121990,233.5918,3392.143113236,54046,68638,595078,1327916,9,740688,1591065,51907,1492.5190492,506146,62,28.55,24.29,105.7,NA
2019-2020,May,32,WEST BENGAL,3209,MALDAH,1811038,63.7367256267242,24,5571,4348.460315486,2371,14,86295,1416213,279697,239222,107334,77906,154.212,5405.320109586,58259,78536,450654,1034005,65,706385,1509167,88666,902.6477941,677454,77,69.06,73.83,122.33,NA
2019-2020,May,32,WEST BENGAL,3212,MURSHIDABAD,5012709,185.45812242972,35,155,1316.124330736,8544,2,151893,2271883,327916,232386,45346,30188,254.0996,5783.615486336,63733,82403,666867,1577396,96,1211270,2634865,160437,4213.3915556,815244,94,65.21,20.13,102.19,NA
2019-2020,May,32,WEST BENGAL,3213,BANKURA,1614942,140.93119047791,32,451,418.440869121,2833,0,46306,1523195,827368,578907,208905,172741,215.61907,2780.716785921,46293,74616,436306,1259794,535,605449,1665904,49139,2146.6568468,802682,82,73.43,45.37,100.51,NA
2019-2020,May,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),505507,89.5468897118825,15,7,113.146730522,110,0,5331,31862,2216,18134,9474,79614,110.2031,251.881260522,2042,2234,101752,239031,0,125670,279369,5441,28.53143,16928,10,32.11,59.57,175.99,NA
2019-2020,Jan,32,WEST BENGAL,3206,HOOGHLY,15881008,152.529644767541,27,1876,14920.59175569,35799,0,44190,7312986,3449829,594903,636214,122000,1149.40018,27224.46350339,261202,338011,597850,1330897,2884,745968,1597736,79989,11154.4715677,3191924,66,42.11,36.36,107.64,NA
2019-2020,Jan,32,WEST BENGAL,3209,MALDAH,8164304,155.254034879677,40,19431,21144.3158711749,35165,0,148198,11202168,2352621,243246,826706,79942,758.84416,39294.9778451749,276201,368801,472895,1066845,6365,766307,1597317,183363,17391.817814,6467150,86,76.85,61.73,123.35,NA
2019-2020,Jan,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,20000000,165.980414061252,43,2330,8614.340674918,34933,0,83709,15045431,3930427,374861,1814519,220025,1251.91731,34838.726656018,344172,548740,576083,1514275,21132,761374,1911391,118642,24972.4686711,6763698,74,55.19,63.36,125.43,NA
2019-2020,Jan,32,WEST BENGAL,3215,24 PARGANAS (NORTH),10573185,149.619304912208,48,799,9434.30330236746,59032,1,76242,10573736,3431948,337005,649302,56872,1092.90024,26347.5538488194,218657,277409,458641,1041119,13343,751797,1633923,135274,15820.3503064519,6680272,72,60.85,40.1,120.2,NA
2019-2020,Jan,32,WEST BENGAL,3216,24 PARGANAS SOUTH,20413680,168.997675029745,55,2002,16232.609194491,78625,0,273886,18732536,4209461,357860,234796,16112,1378.544,49268.703508601,337692,475967,776212,1708307,14482,1157540,2431996,352511,31657.55031411,7765064,85,63.82,33.82,130.54,NA
2019-2020,Oct,32,WEST BENGAL,3212,MURSHIDABAD,13367219,174.926170767938,39,415,6629.762093871,63289,1,189657,6723241,1054295,235228,147886,31000,895.0057,19285.475826671,168384,204819,687548,1596932,1311,1247330,2674454,252946,11760.7080328,2407016,95,63.57,17.13,106.16,NA
2019-2020,Oct,32,WEST BENGAL,3218,DINAJPUR UTTAR,4017857,179.139455014547,35,913,4068.86212692701,8116,1,63438,3153864,822174,184878,107335,25380,325.05613,10043.733038427,88055,130886,265316,648665,1241,490607,1135219,71554,5649.8147815,1566472,77,69.56,67.33,116.44,NA
2019-2020,Oct,32,WEST BENGAL,3221,KALIMPONG,1543217,225.825303099123,33,34,3288.986367135,1774,0,1432,114484,9237,8233,32559,40635,0,3547.520207135,3371,4303,47636,120704,1,54629,134315,3206,258.53384,53485,35,79.31,9.25,106.93,NA
2019-2020,Feb,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,3192322,138.270659733105,46,798,927.200680679,9755,0,9006,2581165,1484966,126010,417073,31744,411.87627,4908.070824979,55476,78877,91541,236114,3228,136956,335259,18761,3568.9938743,1321443,83,71.62,47.89,100.08,NA
2019-2020,Feb,32,WEST BENGAL,3203,BIRBHUM,18423920,156.076823897642,39,5357,5472.143641675,55407,0,163387,14420508,5729363,517677,1192616,109965,1101.8936,29081.1081179803,367302,551940,573211,1394249,9500,728234,1697998,218794,22507.0708763053,5939078,81,72.64,50.51,105.43,NA
2019-2020,Feb,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,1145430,175.291980293296,47,119,657.204073738,2825,0,1177,1284436,584037,71084,381758,41217,170.93366,3079.651033738,27205,33245,63629,151037,2648,99658,222831,4002,2251.5133,811328,71,49.34,56.81,99.97,NA
2019-2020,Feb,32,WEST BENGAL,3221,KALIMPONG,3147317,169.630100060946,80,404,3494.24221202599,2431,0,2264,3624491,237330,8263,1207569,40855,0,9642.46992202599,44937,65962,48102,121349,9966,56808,136976,4695,6148.22771,1880504,26,13.6,23.92,103.98,NA
2019-2020,Nov,32,WEST BENGAL,3201,NADIA,7263716,164.333021765505,21,690,2759.106530563,23196,0,18211,1788610,428338,330549,55812,32682,855.1112,6553.494591163,82357,102109,456709,1246291,169,726889,1880448,41407,2939.2768606,804101,71,44.86,38.02,103.57,NA
2019-2020,Nov,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,2163509,163.938165826346,39,325,700.108713808,7698,0,6043,1094820,634616,125911,190095,31705,314.67967,2809.616210908,27517,37206,91303,235773,393,136133,334000,13741,1794.8278271,570852,80,67.91,25.43,100.12,NA
2019-2020,Nov,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,14400000,177.469548010747,36,1843,6474.572301593,28104,0,77075,9457216,2510066,374803,1155521,220012,1047.80356,24306.054351193,262557,407325,575334,1513076,7990,758292,1906231,105179,16783.6784896,4268738,74,51.38,59.68,129.98,NA
2019-2020,Nov,32,WEST BENGAL,3212,MURSHIDABAD,14703939,188.50612028468,41,489,9420.89913460201,75524,1,203260,8432196,1470850,235202,226370,30994,988.4902,26304.594869002,201563,240268,687817,1593141,1895,1249167,2672603,278784,15895.2055344,2855552,95,67.82,15.29,106.35,NA
2019-2020,Nov,32,WEST BENGAL,3213,BANKURA,8433501,155.710922339854,35,1817,3581.098629118,24996,0,41861,6338636,3265115,579701,1060720,173164,882.00498,14333.052188484,177250,297730,441122,1264973,4654,613970,1676693,66857,9869.948579366,3212272,84,71.92,50.25,100.47,NA
2019-2020,Nov,32,WEST BENGAL,3216,24 PARGANAS SOUTH,15720880,169.434790333431,43,1540,12911.868041795,66561,0,262381,11405991,2570340,357953,150065,16106,1263.6537,33501.238678095,263504,358557,775025,1706719,5928,1145253,2411906,328942,19325.7169363,4751175,85,61.14,30.81,127.37,NA
2019-2020,Nov,32,WEST BENGAL,3218,DINAJPUR UTTAR,4285714,181.243462630496,39,988,4675.09620973703,12234,1,63483,3896399,1023596,184959,133781,25419,369.57993,12106.644605237,98612,147850,266083,650117,1996,494522,1141409,75717,7061.9684655,1975992,78,70.37,67.35,113.93,NA
2019-2020,Nov,32,WEST BENGAL,3222,JHARGRAM,4949391,172.623225430256,31,495,1822.518069143,17471,0,28718,2842551,617311,111766,1060740,162243,416.19237,7145.613659843,89122,126102,185619,505781,1237,246478,642898,46189,4906.9032207,1140869,78,60.07,50.11,107.41,NA
2019-2020,Nov,32,WEST BENGAL,3225,PURBA BARDHAMAN,16417800,178.985426855081,28,2191,13783.771150241,42064,0,74434,6132456,2431528,706187,660074,148009,1345.09404,26105.067738541,213250,278598,769246,1873852,2281,913570,2165850,116498,10976.2025483,2674203,70,42.93,28.01,109.3,NA
2019-2020,Dec,32,WEST BENGAL,3201,NADIA,8792250,142.907093170242,25,993,3881.409377628,24125,0,31184,3032245,729691,330645,92701,32688,958.85814,9173.560704928,120614,152069,457461,1246757,460,729040,1882755,55309,4333.2931873,1343392,77,50.66,49.72,103.09,NA
2019-2020,Dec,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,2513116,155.02726783673,38,593,917.981625382,8410,0,6634,1464422,848466,125950,254388,31709,344.03057,3532.265611582,37911,51389,91395,235879,813,136272,334169,15044,2270.2534162,759737,81,68.34,35.24,100.1,NA
2019-2020,Dec,32,WEST BENGAL,3203,BIRBHUM,15019500,152.402385886332,31,3661,5458.207665792,49537,0,128432,8430712,3282526,517988,740276,110065,923.2872,19230.1011009973,265998,387597,572542,1394129,3231,720776,1689370,177969,12848.6062352053,3547230,80,67.84,48.39,107.97,NA
